,Summary,Passage,Style
109,"이 문서는 거의 조선 전기의 것으로, 양산이씨의 시조(始祖)인 이전생과 조선 전기 이름난 3명의 형제장수인 징석과 징옥, 징규와 그들을 포함하여 직계후손 몽란까지의 장남, 자손들에 관련된 문서이다. 총 6종 16점이다. 조선시대에는 공조전서, 예조판서중추부사 등의 벼슬을 지냈고, 후에 양산부원군에 봉해졌다.","이 문서는 거의 조선 전기의 것으로, 양산이씨의 시조(始祖)인 이전생과 조선 전기 이름난 3명의 형제장수인 징석과 징옥, 징규와 그들을 포함하여 직계후손 몽란까지의 장남, 자손들에 관련된 문서이다. 총 6종 16점이다. 이전생은 고려시대 문과에 급제하여 공민왕 20년(1371) 순찰사로 경남지방을 돌아보았고, 지금의 양산군 하북면 삼수리에 정착하여 살게 되니 여기서 양산 이씨가 시작된다. 조선시대에는 공조전서, 예조판서중추부사 등의 벼슬을 지냈고, 후에 양산부원군에 봉해졌다. 이전생이 조선 태조 7년(1398)에 가선대부공조전서로 임명받는 내용이 담긴 사령서인 왕지 1점과 징석 관련 문서로 왕지 4점, 장수에게 특권을 부여하는 내용이 담긴 유서 1점, 왕이 신하에게 토지와 노비를 내리는 내용의 사패교지 3점, 그리고 징석이 죽은 후 세조임금이 내린 사제문 등이 있다. 그리고 징석의 장남 팔동이 받은 교지와 징석의 직계후손인 몽란이 병조에서 발급받은 교첩, 무과에 급제했다는 것을 증명하는 교지, 이몽란이 임진왜란 때 세운 공을 인정하여 공신으로 인정한다는 내용의 「이몽란선무원종공신록권」 등이 있다. 각 문서의 크기는 연도와 내용에 따라 다르다. 이씨 문중이 보관하고 있는 이 문서들은 왕지, 유서, 사제문, 사패교지 등 조선 전기의 각종 문서를 고루 갖추고 있어 당시의 고문서들을 연구하는데 귀중한 역사적 자료가 된다.",Oriental ink painting
110,합천 해인사 원당암 소장 고승진영은 해인사에 주석했던 선사 11분을 영정으로 조성하여 주법당인 보광전에 봉안한 작품들이다. 따라서 조선후기 및 해인사에서 제작된 경상도 고승진영의 양식적 특징을 파악할 수 있는 귀중한 자료임.,"합천 해인사 원당암 소장 고승진영은 해인사에 주석했던 선사 11분을 영정으로 조성하여 주법당인 보광전에 봉안한 작품들이다. 진영들은 18세기에서 19세기까지 제작된 작품으로 파악되며, 그중 취운당진영의 경우 1853년이라는 기년명과 함께 우희라는 화승의 화풍을 살펴볼 수 있는 귀중한 작품이기도 하다. 따라서 조선후기 및 해인사에서 제작된 경상도 고승진영의 양식적 특징을 파악할 수 있는 귀중한 자료임. 제 552-1호 영허당 진영(永虛堂 眞影) 제 552-2호 화월당 진영(和月堂 眞影) 제 552-3호 취운당 진영(就雲堂 眞影) 제 552-4호 용봉당 진영(龍峯堂 眞影) 제 552-5호 침월당 진영(枕月堂 眞影) 제 552-6호 능운당 진영(凌雲堂 眞影) 제 552-7호 성파당 진영(星坡堂 眞影) 제 552-8호 서파당 진영(西坡堂 眞影) 제 552-9호 예봉당 진영(禮峯堂 眞影) 제 552-10호 연월당 위패형 진영 (淵月堂 位牌形 眞影) 제 552-11호 연곡당 위패형 진영 (蓮谷堂 位牌形 眞影)",Oriental ink painting
111,"이렇듯 능 주위로 석조물을 배치하는 풍습은 중국에서 시작한 것으로 우리나라에서는 8세기 중엽 통일신라시대에 이를 받아들였다. 문인석은 돌로 만든 문인상으로 능을 옹위하는 역할을 하고, 상석은 능에 제사지낼 때 쓰는 돌로 만든 상이다.","능동마을의 뒷편에 서 있는 문인석과 상석으로, 그 앞에는 가락국의 왕릉이었다고도 하고 혹은 조선 전기 사대부의 묘였다고도 전해지는 능이 자리하고 있다. 문인석은 돌로 만든 문인상으로 능을 옹위하는 역할을 하고, 상석은 능에 제사지낼 때 쓰는 돌로 만든 상이다. 이렇듯 능 주위로 석조물을 배치하는 풍습은 중국에서 시작한 것으로 우리나라에서는 8세기 중엽 통일신라시대에 이를 받아들였다. 비록 중국의 영향을 받긴 하였으나 우리 나름의 독창적인 전개과정을 이끌어냈기 때문에 이러한 석조물을 통해 조각의 변천과정을 살펴 볼 수 있어 그 가치를 지닌다. 문인석은 머리에 쓴 관모와 차리고 입은 관복, 홀(笏)을 쥐고 있는 손모양 등으로 보아 조선시대에 만들어진 것으로 보인다. 목과 허리의 표현이 없고 턱이 볼록하며 귀가 커서 친근함을 가져다 준다. 상석 또한 중후하여 조선시대에 만들어졌을 것으로 추측되는데 이들을 통해 조선시대 당시의 조각양식이나 능묘제도의 변화를 파악할 수 있어 중요한 가치를 지닌다.",Oriental ink painting
112,"괘불이란 절에서 큰 법회나 의식을 행하기 위해 법당 앞뜰에 걸어놓고 예배를 드리는 대형 불교그림을 말하는데 오덕사괘불탱은 꽃가지를 든 석가모니불을 중심으로 아미타불과 약사불, 사천왕상 등의 권속을 함께 그렸다.","괘불이란 절에서 큰 법회나 의식을 행하기 위해 법당 앞뜰에 걸어놓고 예배를 드리는 대형 불교그림을 말하는데 오덕사괘불탱은 꽃가지를 든 석가모니불을 중심으로 아미타불과 약사불, 사천왕상 등의 권속을 함께 그렸다. 오덕사에 있는 이 괘불의 크기는 길이 881㎝, 폭 584㎝로, 석가모니불을 중심으로 아미타불과 약사불의 삼세불, 10대제자, 범천과 제석, 사천왕상, 신중 등을 함께 그린 군도(群圖) 형식이다. 채색은 18세기의 특징인 강렬한 적색에서 벗어나 주홍색을 많이 사용한 것이 특징이며, 금채(金彩)·밝은 녹색·분홍·청색 등의 중간톤이 사용되어 밝은 느낌을 준다. 이 괘불탱은 본존불은 큼직하게 묘사하고, 아미타불과 약사불과 사천왕상은 중간 크기, 상단의 권속들은 아주 작게 묘사하여 구도에 변화를 주었다. 상단은 오색광문 아래 밀집된 권속들로, 하단은 사천왕상만을 배치한 여유있는 구성을 보여주고 있다. 조선 영조 44년(1768년)에 만든 이 괘불은 다소 하체가 길어지긴 했지만 꽃가지를 든 본존불의 형식 및 아미타불과 약사불이 모시고 있는 삼세불의 도상(圖像) 연구에 귀중한 자료로 평가된다.",Oriental ink painting
113,"명종 15년(1185)에 세워진 이 탑비는 현오국사(玄悟國師)의 행적을 후대에 알리고자 만들어졌다. 비문에 의하면, 현오국사는 15세에 불일사(佛日寺)에서 승려가 된 후 부석사(浮石寺)의 주지를 거쳐 명종 8년(1178) 53세의 나이로 입적하였다.","서봉사의 창건에 대한 기록은 없고 절터의 크기로 보아 아주 큰 규모의 절로 추정된다. 전하는 말에 의하면, 임진왜란 때 절에서 떠내려오는 쌀뜨물이 10리나 흘러내려와 왜적이 물을 따라 올라가서 절을 불태웠다고 한다. 이곳은 탑비의 비각을 세우는 공사를 하던 도중에 기록이 남아있는 기와조각이 발견되어 서봉사의 옛터임이 밝혀졌다. 명종 15년(1185)에 세워진 이 탑비는 현오국사(玄悟國師)의 행적을 후대에 알리고자 만들어졌다. 보통 부도와 함께 건립되는데 절터에 부도의 흔적은 없고 이 비석만 남아 있다. 화강암의 비받침위에 점판암으로 만들어진 비몸돌이 놓여있는 단촐한 모습이다. 비받침부분의 윗면은 4변을 비스듬히 잘라내었고, 비문이 새겨지는 비몸에도 윗부분의 양 귀끝을 사선으로 접듯이 잘라서 마무리하였다. 비문에 의하면, 현오국사는 15세에 불일사(佛日寺)에서 승려가 된 후 부석사(浮石寺)의 주지를 거쳐 명종 8년(1178) 53세의 나이로 입적하였다. 왕이 크게 슬퍼하여 국사(國師)로 삼고 시호를 ‘현오(玄悟)’라 한 뒤 동림산 기슭에서 화장하였다. 그 외에도 글을 지은 이와 건립연대 등이 기록되어 있다. 전체적인 조형이 간략한 고려 후기 석비의 새로운 양식을 보여준다.",Oriental ink painting
114,"원주목사와 남원목사를 지낸 김탄행(1714∼1774)의 묘를 관리하기 위하여 지은 집이다.   일반적으로 남자와 여자가 이용하는 공간이 구분되어 전체의 가옥형태를 이루는데, 이 집은 사랑채의 주요공간이 안채의 부엌 앞쪽에 닿아 있는 특이한 구성을 보이고 있다.","원주목사와 남원목사를 지낸 김탄행(1714∼1774)의 묘를 관리하기 위하여 지은 집이다. 약 240여 년 전에 처음 지었다고 하지만 정확한 근거는 없으며, 1936년에 크게 보수하였다고 한다. ㄱ자형의 안채와 사랑채가 연결되어 ㄷ자형을 이루고, 사랑채 끝에 대문과 헛간 등이 연결되어 전체적으로 ㅁ자형의 배치를 이루고 있다. 안채는 안방과 웃방이 부엌에 접하여 있고 그 옆으로 대청과 건넌방이 있으며, 지붕 옆면은 여덟 팔(八)자 모양의 화려한 팔작지붕집이다. 사랑채는 3단의 장대석 기단 위에 앞면 3칸의 규모로 지었으며, 왼쪽 1칸은 마루방·오른쪽 2칸은 방으로 되어 있다. 마루방 뒤쪽에는 사방 1칸의 온돌방을 두었는데, 이 뒤쪽으로 안채의 부엌과 닿아있다. 사랑채 옆은 대문으로 여기에 이어져 헛간·창고방들이 ㄴ자로 연결되어 있다. 대문에서 헛간부분은 사랑채보다 현저히 낮게 구성되어 지붕선도 층단을 이루고 있다. 일반적으로 남자와 여자가 이용하는 공간이 구분되어 전체의 가옥형태를 이루는데, 이 집은 사랑채의 주요공간이 안채의 부엌 앞쪽에 닿아 있는 특이한 구성을 보이고 있다.",Oriental ink painting
115,‘칠장사’는 신라 때 처음 세워졌다고 전한다. 고려 때는 혜소 국사 정현스님(972~1954년)이 이곳에서 머물면서 크게 고쳤다. 조선 시대에는 인목대비(선조의 왕비)가 일찍 죽은 아버지와 아들의 명복을 빌기 위해 크게 후원하였다.,"‘칠장사’는 신라 때 처음 세워졌다고 전한다. 고려 때는 혜소 국사 정현스님(972~1954년)이 이곳에서 머물면서 크게 고쳤다. 조선 시대에는 인목대비(선조의 왕비)가 일찍 죽은 아버지와 아들의 명복을 빌기 위해 크게 후원하였다. 칠장사가 자리하고 있는 칠현산 고개는 조선 시대에 충청북도 진천과 경기도 안성을 오고 가는 중요한 길목이었다. 이런 교통의 요지에는 유난히 도적과 관련된 설화가 많다. 칠현산(七賢山)이란 이름도 칠장사를 도적질하려던 도적 7명을 혜소 국사가 제자로 받아들여 바르게 가르쳤다는 설화에서 유래한 것이다. 그리고 조선 중기의 의적인 임꺽정의 스승이라 전하는 갖바치가 머문 곳도 칠장사라 전한다. 암행어사로 유명한 박문수(1691~1756)가 과거 보러 가는 길에 이곳 나한전에서 기도하고 잠이 들었다는 설화도 이곳이 충청도에서 경기도로 넘어가는 교통로이기 때문에 생긴 것으로 짐작할 수 있다. 칠장사에는 많은 문화재가 남아 있다. 문화재로는 혜소국사비와 당간이 있고, 대웅전 건물과 오불회 괘불탱, 삼불회 괘불탱, 대웅전 목조석가삼존불좌상, 영산회상도, 명부전의 목조지장삼존상과 시왕상, 범종, 소조사천왕상 등이 있다. 칠장사의 문화재 중 ‘인목왕후 어필 칠언시’는 이곳이 왕실의 후원을 받던 곳임을 보여준다.",Oriental ink painting
116,"제주시 삼양동에 있는 고인돌은 정확한 발굴조사가 이루어지지 않아 하부구조를 알수 없으나 형태상 바둑판식으로 보인다. 이 고인돌은 남북방향으로 자리하고 있는데, 덮개돌은 길이 2.19m, 너비 0.35∼0.5m이고 형태는 직사각형 모양이다.","지석묘는 청동기시대에 대표적인 무덤으로 고인돌이라고도 부르며, 주로 경제력이 있거나 정치권력을 가진 지배층의 무덤으로 알려져 있다. 우리나라의 고인돌은 4개의 받침돌을 세워 돌방을 만들고 그 위에 거대하고 평평한 덮개돌을 올려놓은 탁자식과, 땅 속에 돌방을 만들고 작은 받침돌을 세운 뒤 그 위에 덮개돌을 올린 바둑판식으로 구분된다. 제주시 삼양동에 있는 고인돌은 정확한 발굴조사가 이루어지지 않아 하부구조를 알수 없으나 형태상 바둑판식으로 보인다. 이 고인돌은 남북방향으로 자리하고 있는데, 덮개돌은 길이 2.19m, 너비 0.35∼0.5m이고 형태는 직사각형 모양이다. 덮개돌 아래에는 동·북·남쪽에 작은 받침돌을 괴었고, 서쪽은 곧바로 땅에 닿아있다. 이것은 경사진 지형에 고인돌을 만들었기 때문에 서쪽에 받침돌을 세우지 않은 것으로 보이며, 덮개돌이 동쪽으로 약간 기울어진 원인도 경사진 지형 때문인 것으로 보인다. 제주시 삼양동과 도련동에 있는 고인돌은 서로 멀지 않은 곳에 있지만 시기적인 차이로 인해 양식에 차이가 나타나는 것으로 보인다.",Oriental ink painting
117,소청도 스트로마톨라이트 내에서는 국내 최초로 박테리아 화석이 보고되어 국내에서는 가장 오래된 화석(원생대 후기; 약 6억 내지 10억년 전)으로 평가 받고 있다. 선캄브리아누대의 스트로마톨라이트 산출은 남한에서는 소청도의 석회암 내에서만 보고되고 있으며 북한에서는 평양 부근 등에서 산출되고 있다.,"스트로마톨라이트(stromatolite)란 바다나 호수 등에 서식하는 남조류나 남조박테리아 등의 군체들이 만든 엽층리가 잘 발달한 생퇴적구조(生堆積構造; organo-sedimentary structure)를 갖는 화석이며 석회암의 일종으로서, 지구에서의 생명체 탄생 시초로부터 현세까지 전 지질시대에 걸쳐 나타나지만 특히, 고생대 이전인 선캄브리아누대(Precambrian Eon)의 고환경과 생명의 탄생 기원을 이해하는데 매우 중요한 학술적, 교육적 가치를 갖고 있다.선캄브리아누대의 스트로마톨라이트 산출은 남한에서는 소청도의 석회암 내에서만 보고되고 있으며 북한에서는 평양 부근 등에서 산출되고 있다.소청도 스트로마톨라이트 내에서는 국내 최초로 박테리아 화석이 보고되어 국내에서는 가장 오래된 화석(원생대 후기; 약 6억 내지 10억년 전)으로 평가 받고 있다.소청도의 스트로마톨라이트가 발달한 석회암은 일제강점기에서부터 수십년 전까지 건축재료용으로 많이 채석되어 남아 있는 양이 적을 뿐만아니라, 그 모양도 아름다워 무단채취의 위험성이 높아 지정·보존가치가 높다.또한, 분바위라고 부르고 있는 백색의 결정질 석회암(대리암)이 해식작용으로 노출되어 있어 주변 해안의 경관이 매우 수려하다.",Oriental ink painting
118,"이 비는 조선시대 중기 유성룡과 더불어 퇴계학파를 대표하였던 학봉 김성일 선생의 묘에서 약 50m 아래에 자리하고 있다. 비는 건립된 시기도 도내 다른 비들에 비해 오래되었고, 규모가 거대하다. 묘방석은 보기드문 독특한 모습이다. 김성일은 퇴계 이황의 제자로 그의 아래에서 배움을 익혔으며, 선조 1년(1568) 증광문과에 병과 급제한 후 여러 벼슬을 두루 거치었다.","신도비란 임금이나 고관 등의 평생업적을 기록하여 그의 무덤 남동쪽에 세워두는 것이며, 묘방석은 묘의 바로 옆에 두어 묘의 주인공을 밝혀두는 것이다. 이 비는 조선시대 중기 유성룡과 더불어 퇴계학파를 대표하였던 학봉 김성일 선생의 묘에서 약 50m 아래에 자리하고 있다. 김성일은 퇴계 이황의 제자로 그의 아래에서 배움을 익혔으며, 선조 1년(1568) 증광문과에 병과 급제한 후 여러 벼슬을 두루 거치었다. 임진왜란 때에는 경상우도초유사로 임명되어 의병활동을 도와 많은 공적을 남겼다. 특히 관군과 의병을 화합시켜 전투력을 강화하는데 노력하였으며, 선조 26년(1593) 경상우도 순찰사를 겸하여 도내 각 고을을 돌아다니며 격려하던 중 병을 얻어 생을 마치었다. 비는 거북받침돌 위로, 비몸과 머릿돌을 하나의 돌로 조각하여 세워놓았다. 머릿돌에는 두 마리의 용과 구름무늬를 새겨 놓았다. 인조 12년(1634)에 세운 비로, 정경세가 비문을 짓고, 이산뢰가 글씨를 썼다. 앞면에 새겨진 비의 명칭은 김상용의 글씨이다. 묘방석은 광해군 11년(1619)에 건립된 것으로, 비보다 앞서 묘를 지키고 있던 것이다. 비는 건립된 시기도 도내 다른 비들에 비해 오래되었고, 규모가 거대하다. 묘방석은 보기드문 독특한 모습이다. 비의 주인공과 비문에 관련된 이들이 모두 퇴계학파를 계승하는 영남학파의 인물들이라는 점에서 볼 때도 이들이 지니는 의미는 더욱 커진다.",Oriental ink painting
119,"제주 삼양동 유적은 제주시 삼양동 일대의 토지구획정리사업이 진행되던 당시에 발견된 선사시대 유적이다. 한편, 제주도에서 생산되지 않았던 중국계 유물로 알려진 옥환, 요령식동검편, 유리옥과 철기류들이 출토되고 있어 삼양동 사람들이 한반도를 비롯한 외부지역과도 활발히 교류하였음을 알려주고 있다.","제주 삼양동 유적은 제주시 삼양동 일대의 토지구획정리사업이 진행되던 당시에 발견된 선사시대 유적이다. 1997년 4월부터 1999년 7월에 걸쳐 제주대학교 박물관에서 발굴조사를 실시한 결과 청동기-초기철기시대를 전후한 시기의 집터 200여 곳을 비롯하여 돌을 쌓아 만든 담장, 쓰레기를 버리던 폐기장, 마을의 외곽을 두르고 있던 도랑 자리가 있는 큰 규모의 마을 유적이 확인되었다. 집터 내부에서는 토기류(구멍띠토기, 덧띠무늬토기[점토대토기]), 적갈색항아리 등)와 석기류(돌도끼, 대패, 갈돌, 숯돌 등), 철기류(철제도끼, 손칼), 청동기류(동검, 칼자루끝장식[검파두식] 등), 불에 탄 곡식류(콩, 보리) 등 다양한 유물이 출토됨에 따라 제주도 청동기시대 후기문화를 이해할 수 있는 중요한 유적이라 할 수 있다. 한편, 제주도에서 생산되지 않았던 중국계 유물로 알려진 옥환, 요령식동검편, 유리옥과 철기류들이 출토되고 있어 삼양동 사람들이 한반도를 비롯한 외부지역과도 활발히 교류하였음을 알려주고 있다. ※(제주삼양동선사유적 → 제주 삼양동 유적)으로 명칭변경 되었습니다.(2011.07.28 고시)",Oriental ink painting
120,"바다제비는 몸길이 19㎝ 정도로 암수 모두 몸 전체가 짙은 갈색이고 부리와 다리는 검은색이다. 둥지는 섬의 바위 틈이나 땅굴에 만들며, 먹이는 주로 물고기, 새우류, 오징어류 등이다. 슴새는 몸길이 48㎝ 정도로 암수 모두 머리, 등은 검은 잿빛을 띠고, 얼굴·목·배는 흰색이다.","칠발도는 비금도에서 서북쪽으로 약 10㎞ 가량 떨어진 등대섬으로 경사가 가파른 암벽으로 이루어져 있다.  바다제비는 몸길이 19㎝ 정도로 암수 모두 몸 전체가 짙은 갈색이고 부리와 다리는 검은색이다. 둥지는 섬의 바위 틈이나 땅굴에 만들며, 먹이는 주로 물고기, 새우류, 오징어류 등이다.  슴새는 몸길이 48㎝ 정도로 암수 모두 머리, 등은 검은 잿빛을 띠고, 얼굴·목·배는 흰색이다. 얼굴과 머리에는 흰점이 많이 있으며 부리는 흰빛을 띤 회색이다. 낮에는 먼바다에서 무리를 지어 생활하며 번식지에는 해가 진 후에 돌아온다. 식성은 바다제비와 비슷하다.  칼새는 몸길이 18㎝ 정도로 암수 모두 머리·등·날개가 검고, 허리는 흰색을 띠고 있다. 높은산이나 섬의 암벽에서 번식을 하며, 대개 큰 무리를 이루어 활동한다. 주로 파리, 딱정벌레, 벌, 매미 등을 먹는다.  칠발도 해조류 번식지는 바다제비, 슴새, 칼새 등 여름철새들이 이동하는 길목에 있는 휴식처이자 번식지로서 학술상 중요한 위치에 있으므로 천연기념물로 지정·보호하고 있다.현재 칠발도는 바닷새류 번식지 보호를 위해 공개제한지역으로 지정되어 있어 관리 및 학술 목적 등으로 출입하고자 할때에는 문화재청장의 허가를 받아 출입할 수 있다.",Oriental ink painting
121,『봉선사본말사지(奉先寺本末寺誌)』에 의하면 이 나한상은 1873년 이씨진명행(李氏進明行)이 발원하여 한봉창엽(漢峰瑲曄)과 금곡영환(金谷永煥)이 석조지장보살상과 함께 제작하였다고 한다. 양주 석굴암 나한전에 봉안된 조선 후기 석조나한상이다.,"양주 석굴암 나한전에 봉안된 조선 후기 석조나한상이다. 양주 석굴암 석조지장보살상과 함께 제작된 것으로 추정된다. 방형의 높은 연화대좌에 앉은 높이 60cm 정도의 중형불상으로, 광배는 근래 제작된 것이다. 『봉선사본말사지(奉先寺本末寺誌)』에 의하면 이 나한상은 1873년 이씨진명행(李氏進明行)이 발원하여 한봉창엽(漢峰瑲曄)과 금곡영환(金谷永煥)이 석조지장보살상과 함께 제작하였다고 한다. 한봉창엽과 금곡영환은 19세기 경기도를 중심으로 활동한 대표적인 불화승(佛畫僧; 불화를 그리거나 불상을 제작하던 승려들)이다. 얼굴과 손발에는 호분(胡粉)이 칠해져 있고, 대의에는 검은 옻칠이 입혀져 있다. 나한상은 승려의 민머리에 얼굴에는 살짝 장난기 어린 미소가 번지고 있다. 삼성각의 석조지장보살좌상과 같은 조각승에 의해 제작되었으나 보살상이 보다 진지하고 근엄한 반면 나한상은 보다 생동감 있는 표정을 보이고 있다. 그러나 얼굴에 비해 큰 네모진 얼굴에 뭉툭한 코의 표현은 유사하다. 양팔을 몸에 붙여 신체를 한 덩어리처럼 표현하고 높은 무릎에 다리 사이로 흘러내리는 주름 표현 등을 통해 같은 승려에 의해 제작되었음을 알 수 있다.나한상은 좁은 어깨에 경사가 심하여 전체적으로 삼각형의 신체 윤곽을 보이고 있다. 두 손을 가부좌한 다리 위에 얹었는데, 왼손을 아래, 오른손을 위로 한 선정인(禪定印; 명상에 들어 있는 붓다의 고요한 상태를 상징)의 손모습이다. 몸에 비해 큰 얼굴을 가진 작달막한 신체비례, 양팔을 몸에 붙여서 단순화한 자세와 평면적인 신체 표현, 사각의 얼굴에 간략하고 단순화된 세부 표현 등에서 조선 후기의 조각 양식을 잘 보여주고 있다.",Oriental ink painting
122,"만든 때와 만든 이를 알 수 있는 조선 시대 후기의 대표적인 중형 나무 불상 가운데 하나이다. 불상 속에서 나온 발원문(發願文; 바라고 원하는 것을 적은 글)에 따르면 이 불상은 1666년 7월에 조각승인 금문(金文)과 법림(法林), 보관(普寬) 스님이 만들었다고 한다.","만든 때와 만든 이를 알 수 있는 조선 시대 후기의 대표적인 중형 나무 불상 가운데 하나이다. 불상 속에서 나온 발원문(發願文; 바라고 원하는 것을 적은 글)에 따르면 이 불상은 1666년 7월에 조각승인 금문(金文)과 법림(法林), 보관(普寬) 스님이 만들었다고 한다. 이들 스님은 17세기에 충청도 지방에서 활동했던 조각승 혜희(慧熙) 스님의 조각 양식을 이어받았다. 특히 금문 스님은 스승인 혜희 스님과 마찬가지로 나무 불상을 많이 조각하고 불교 공예품들을 수리하였다. 실제로 이 나무 불상은 전체적인 모습과 옷차림새에서 17세기 후반에 만들어진 불상에 공통적으로 나타나는 특징을 따르고 있는데, 현재 삼존불로 모셔져 있지만 좌우의 보좌 보살상은 근대에 만든 것이다. 불상은 앉은 자세에서 오른손을 곧게 펴서 무릎 아래로 내린 이른바 항마촉지인(降魔觸地印)의 손갖춤(수인)을 맺은 석가모니불이다. 상체를 앞으로 내밀어 약간 구부정한 모습이며, 지나치게 두껍게 표현된 옷자락 때문에 마치 딱딱한 갑옷 속에 신체가 들어가 있는 듯 한 착각마저 든다. 정수리와 머리 중앙에는 낮은 원통형과 반달 모양의 상투 매듭 구슬(髻珠)이 뚜렷하며, 귀도 커서 두드러져 보인다. 개성 없는 네모진 얼굴과 사각형의 신체 구성, 굴곡이 없는 평면적인 신체 조형, 가슴을 가로지르는 치마 상단의 간결한 주름 등에서 조선 시대 후기 불상의 특징이 여실하다.",Oriental ink painting
123,"〈조선왕조의궤(朝鮮王朝儀軌)〉는 조선왕실에서 중요한 행사가 있을 때 그 내용을 기록과 그림으로 정리한 대표적인 국가기록물이다. 또한 중국이나 다른 나라에서는 발견되지 않는 조선만의 독특한 전통으로서 예법을 중시하고 기록을 철저히 보존하려는 조선시대의 우수한 기록문화 중 하나로서 국가지정문화재의 가치가 충분하다. *내용(연혁,유래,전설)〈조선왕조의궤〉는 태조 때 최초로 편찬하기 시작하여 일제강점기까지 계속 되었다.","*지정사유의궤(儀軌)란 ‘의식(儀式)의 궤범(軌範)’이라는 뜻으로 ‘국가전례의 따라야할 기본’이라는 의미를 담고 있다.〈조선왕조의궤(朝鮮王朝儀軌)〉는 조선왕실에서 중요한 행사가 있을 때 그 내용을 기록과 그림으로 정리한 대표적인 국가기록물이다. 또한 중국이나 다른 나라에서는 발견되지 않는 조선만의 독특한 전통으로서 예법을 중시하고 기록을 철저히 보존하려는 조선시대의 우수한 기록문화 중 하나로서 국가지정문화재의 가치가 충분하다. *내용(연혁,유래,전설)〈조선왕조의궤〉는 태조 때 최초로 편찬하기 시작하여 일제강점기까지 계속 되었다. 그러나 조선전기 의궤들은 임진왜란 때 대부분 소실되어 남아있지 않고 현재 남아있는 것은 모두 임진왜란 이후에 제작한 것이다.〈조선왕조의궤〉는 제작 방식에 따라 필사본과 활자본으로 구분할 수 있고, 열람자에 따라 어람용(御覽用)과 분상용(分上用)으로 나누어진다. 〈조선왕조의궤〉에 기록된 주요 행사는 왕실의 혼인을 비롯하여 왕과 왕세자의 책봉, 왕실의 장례, 제사, 궁중 잔치, 활쏘기, 태(胎)의 봉안, 국왕의 행차, 궁궐 건축, 친농(親農)⋅친잠(親蠶) 행사, 사신의 영접 등 국가나 왕실 행사 전반에 관한 것으로 행사의 과정을 날짜에 따라 기록한 각종 공문서를 비롯하여 업무의 분담, 담당자의 명단, 동원된 인원, 소요된 물품, 경비의 지출, 유공자 포상 등에 관한 것들이다. 그리고 필요에 따라 행사의 가장 중요한 행렬은 반차도(班次圖)를 통해 표현했다. *현황국립고궁박물관에 보관되어 있는 조선왕조의궤는 80건 133책으로 어람용이면서 비유일본이 2건, 분상용이면서 유일본이 4건, 분상용이면서 비유일본이 74건이다. *기타〈조선왕조의궤〉의 국가지정문화재 지정 기준은 아래와 같다. 1. 의궤 작성 시기의 하한은 1910년까지로 한다.〔대한제국기(1897∼1910)는 의궤를 제작하였던 도감과 의궤청이 존속하였던 시대로 이 시기 제작되었던 의궤는 포함한다〕2. 일제강점기 제작된 의궤, 분상처가 확인되지 않는 활자본(완질/비완질), 고본 등의 의궤는 제외한다.국가지정문화재〈조선왕조의궤〉의 서명 작성 기준은 아래와 같다. 1) 표제를 기준으로 삼고, 행사의 주인공이나 陵의 주인공, 기타 참고 설명이 필요하다고 판단되는 사항을 [ ], 또는 [ ( ) ] 부호 안에 명시해주었다. 예시1) [景宗] 冊禮都監儀軌예시2) [長陵(仁祖)] 遷奉都監儀軌2) 행사의 주인공이 2인 이상일 경우 가운데 점(․) 으로 구분하였다. 왕후가 2인 이상일 경우 호칭은 마지막 인물에만 붙였다. 3) 표지에 제목이 없거나 낙장된 경우 內題 또는 版心題를 기준으로 삼았다.",Oriental ink painting
