Passage,Summary,Style
" 꾸뜹의 불꽃은 자와히리에게 옮아 붙었다. 꾸뜹이 죽은 해에 자와히리는 불과 15살. 이 어린 나이에 쿠데타로 나세르 정권을 무너뜨리고 이슬람 국가를 세우기 위한 혁명조직을 만들었다. 나세르 군사혁명에 감화되어 리비아의 어린 소년 카다피가 리비아의 나세르를 꿈꾸며 혁명조직을 만든 것과 묘한 대조를 이룬다.
 1974년 카이로 의대를 졸업할 때 그의 지하 이슬람 지하드 조직원은 40명이었다. 그의 이러한 지하조직 활동은 가족은 물론, 학우들에게조차 비밀이어서 그 누구도 눈치를 채지 못했다. 
 군의관으로 3년을 복무한 후, 1978년 양친이 모두 변호사인 앗자(Azza)와 결혼한다. 세속적이었던 그의 아내는 카이로대 재학 중 종교적 전환기를 맞아 가족들이 놀랄 정도로 대단히 경건한 무슬림이 되었다. 히잡, 더 나아가 눈을 제외하고 얼굴을 모두 가리는 니깝을 착용하며, 순교자가 되는 것이 최고의 소원이었다. 자와히리와 천생연분이라고나 할까. 서구 문화의 영향을 배제하려는 자와히리의 속마음을 반영하듯, 결혼식은 음악도, 사진 촬영도 없이 거행되었다.
 1979년 소련이 아프가니스탄을 침공했을 때 자와히리는 무슬림형제단이 운영하던 병원에서 일하고 있었다. 그는 이 병원 원장의 제의에 따라 1980년 여름 아프가니스탄 난민구제 활동에 참여한다. 파키스탄 북부 국경도시 페샤와르의 적신월사(赤新月社·이슬람권 적십자)에서 약 4개월간 근무한다. 이때 순교자(샤히드)가 되고자 아프가니스탄에 온 아랍 무슬림 전사 중 하나로 모금운동에 열정적이던 빈 라덴과 첫 만남이 이루어졌다.
",꾸뜹이 죽은 해에 자와히리는 불과 15살. 이 어린 나이에 쿠데타로 나세르 정권을 무너뜨리고 이슬람 국가를 세우기 위한 혁명조직을 만들었다.,Sketch
" 과학의 세기에 부분적이나마 내놓고 과학을 부인하는 것이기에 문화적 차이라 말하는 것인지도 모르겠다. 그렇지만 세상사 모든 것을 과학만으로 판단하기에는 아직 그 발전이 일천한 것도 사실이다. 가깝게는 중의약학 분야에서부터 심령 분야에 들어가면 과학이 입증할 수 있는 한계는 아주 미미하다. 보석에 대한 개념 역시 유사할 것이다. 희귀성이나 경도 등은 과학적인 증명이 가능하지만 아름다움이나 가치는 그야말로 주관적인 개념이니 과학의 잣대로 결정할 수 있는 일은 아니다.
 보다 중요한 것은 시장이다. 아마 세계적으로 옥을 가장 귀한 보석으로 여기는 이들은 중국인일 것이다. 그들에게는 다른 세계인이 더 귀하게 여기는 다이아몬드도 옥에 비할 바가 아니다. 실제 중국 유명 보석매장을 들러 보면 다이아몬드 상품은 비싸야 기껏(?) 수백만 위안의 가격표가 붙어 있지만 옥 제품은 팔찌 한 점에 수백만 위안짜리가 부지기수이고, 목걸이 한 점에 수천만 위안인 것도 버젓이 진열되어 있다. 
 아무리 어리석다고 코웃음쳐도 중국인 그들에게는 그들만의 시장이 있다. 전 세계 인구 70억여 명 중 중국인과 화교의 인구수는 15억여 명에 달한다. 무려 4분의 1에 가까운 시장이다. 그러니 그들만의 시장으로 충분히 유지하고 즐길 수 있는 것이다.
 —중국에서 생산하는 옥은 대부분 연옥으로 알고 있습니다. 경옥(硬玉)과의 차이는 어떤가요.
 “옥은 크게 경옥(Jadeite)과 연옥(Nephrite)으로 나뉘는데, 경옥은 특별히 비취(翡翠)라 부르기도 합니다. 중국에서는 명대까지 경옥을 보석이 아니라 돌로 인식했는데, 청(淸) 건륭제(乾隆帝)가 들어서며 비로소 경옥을 옥의 일종으로 인정했습니다. 연옥인 허톈옥의 경도는 5.5~5.9인데 비해 경옥은 6.0이 넘습니다.”
",아무리 어리석다고 코웃음쳐도 중국인 그들에게는 그들만의 시장이 있다. 전 세계 인구 70억여 명 중 중국인과 화교의 인구수는 15억여 명에 달한다. 그러니 그들만의 시장으로 충분히 유지하고 즐길 수 있는 것이다.,Sketch
"금년 1월 1일 신년사에서 김정은은 개념적으로 정반대인 언급 두 가지를 말했다. 하나는 미국까지 날아갈 수 있는 핵과 미사일 개발을 결코 멈추지 않을 것이라는 것과 다른 하나는 평창에서 열리게 될 동계올림픽이 성공하기를 바라며, 이를 위해 한국과 대화도 할 수 있고, 선수단을 파견할 수도 있다는 말이었다. 협박과 유화의 제스처를 동시에 취한 것이다. 김일성이 즐겨 사용했던 화전양면(和戰兩面) 전략을 그대로 반복한 것이다. 그런데 김정은의 화전양면 전략에 대한 한미 양국의 대칭적인 반응이 상호 작용을 한 결과 실타래처럼 풀기 난감한 상황을 야기시키고 있는 중이다. 
 그런데 유념해 두어야 할 사실은 국제정치적인 상황에서의 실타래는 의외로 풀기 쉬운 방안이 있다는 것이다. 꼬인 밧줄을 푸는 가장 쉬운 방법은 예나 지금이나 ‘칼질’일 수밖에 없다. 김정은의 꼼수는 미국으로 하여금 이제 마지막 남은 대북(對北)정책 방안이 ‘그것 하나뿐’인 상황으로 몰아가고 있다. 그것 하나뿐이라는 말은 결국은 ‘김정은의 제거’를 의미하는데 이를 달성하기 위한 수단이 한 가지밖에 없는 것은 아니다.
 미국 대북정책의 목표는 완전한 비핵화(非核化)인데 최근 미국 관리들의 언급들, 그리고 1월 30일 밤(미국시각) 행해진 트럼프의 신년연설을 보면 미국의 대북정책의 목표가 북한의 완전한 비핵화를 넘어 ‘김정은 정권의 교체’라는 더 큰 것으로 바뀌고 있다는 사실을 감지할 수 있다. 김정은의 화전양면 전술에서 미국은 화(和)의 부분은 사실상 무시하고 있으며 전(戰)의 부분에 초점을 맞추고 있다. ‘이제까지 속은 것만으로도 충분하다’고 생각하는 미국은 북한이 한국과 대화를 하겠다고 말한 이후, 대(對)북한 군사작전 전개 가능성에 대해 오히려 더욱 빈번하고 구체적인 언급을 하고 있는 것이다.
","금년 1월 1일 신년사에서 김정은은 개념적으로 정반대인 언급 두 가지를 말했다. 하나는 미국까지 날아갈 수 있는 핵과 미사일 개발을 결코 멈추지 않을 것이라는 것과 다른 하나는 평창에서 열리게 될 동계올림픽이 성공하기를 바라며, 이를 위해 한국과 대화도 할 수 있고, 선수단을 파견할 수도 있다는 말이었다.",Sketch
" 일본에서 ‘좌’가 어느 정도 역할을 한 것은 전쟁이 끝난 뒤부터이다. 민주주의 교육을 받은 단카이세대를 통해 성장하다가, 마침내 간 나오토와 하토야마 유키오(鳩山由紀夫) 같은 반미적인 총리도 탄생하게 된다. 그러나 60대에 접어드는 단카이세대가 점차 무대에서 사라지면서 일본 내 ‘좌’의 원동력도 점점 약화되고 있다. 
 반미성향이 강한 간 나오토가 3·11 동일본대지진 문제를 제대로 수습하지 못한 것도 좌의 입장이 약화된 이유 중 하나이다. 이를 보면서 일본인들은 ‘슬로건만 대단하지 뭐 하나 제대로 하는 것이 없다’는 생각을 하게 된 것이다. 후임 노다 요시히코(野田佳彦) 총리는 ‘생활대국(生活大國)’이라는 이슈에 집중하고 있다. 
 이런 상황에서 국방·외교의 방향을 근본적으로 뒤집을 ‘좌’의 논리는 실종되고 있다. ‘좌’의 침몰은 ‘우’의 발흥을 의미한다. 수퍼파워로 떠오른 중국의 존재는 일본의 ‘우’를 일깨우는 근본적인 원인으로 작용하고 있다. 
 원인이야 어찌됐든, 중국과 일본 두 나라의 관계는 결코 원만하지 못할 가능성이 높다. 국제상황은 중국에 유리하게 돌아가고 있다. 중국은 경제대국·군사대국으로 우뚝 선 것은 물론 장차 미국을 넘어설 것이라는 뉴스가 이어지고 있다. 
 이런 소식을 매일 듣는 일본인의 심정은 어떨까? 자원이나 영토 문제를 통해 나타난 중국의 오만함을 보면서 일본은 과연 무슨 생각을 할까? 단카이가 사라지면서 ‘좌’의 그림자도 사라지고 있는 상태에서 미래를 대하는 일본의 선택은 어떤 방향으로 흘러갈까? 
",반미성향이 강한 간 나오토가 3·11 동일본대지진 문제를 제대로 수습하지 못한 것도 좌의 입장이 약화된 이유 중 하나이다. 이를 보면서 일본인들은 ‘슬로건만 대단하지 뭐 하나 제대로 하는 것이 없다’는 생각을 하게 된 것이다.,Sketch
"〈중국 외교부장, ‘서로 좋은 관계를 지켜 나가야만 한다’라고 말하면서 일·중(日中) 관계개선에 대해 언급.〉
 3월 9일, 일본 《아사히(朝日)신문》에 보도된 기사이다. 중국 외교 사령탑 왕이(王毅)의 발언에 관한 분석기사이다. 지난해 3월 외교부장에 취임한 왕이가 처음으로 언급한 중·일(中日) 관계개선에 관한 발언이란 점이 주목된다. 《아사히》는 양국 간의 대치국면 타개를 위한 신호탄 정도로 해석한다.
 필자가 알기로도, 중국 외교부가 대화 가능성을 언급한 것은 센카쿠(尖閣)열도 대치 이후 처음이 아닐까 싶다. 지난해 2월 시진핑(習近平) 국가주석은 란저우(蘭州) 군부대에 들러 전쟁준비를 하라고 독려했다. 상대가 일본인 것은 말할 필요도 없다. 이후 1년여간 중국의 대일(對日) 외교 주도권은 강경파에게 넘어갔다. 그러다가 시진핑의 전쟁독려 메시지와 군부(軍部)의 강경대응론을 잠재우고, 마침내 외교수장(首長)이 나선 것이다.
 왕이는 이른바 중국 외교부 내 재팬스쿨(Japan School)의 마지막 주자이다. 최근에는 크게 약화됐지만, 1979년 개방을 전후해서 재팬스쿨의 영향력은 소련스쿨을 능가했었다. 공산 중국의 외교를 총괄한 저우언라이(周恩來)가 20대 때 일본에 유학했기 때문에 외교부 내에 재팬스쿨이 형성됐다.
 중국 외교관의 특징은 언어에 강하다는 점이다. 출신 대학이 어디냐가 아니라, 얼마나 현지어(現地語)를 잘하느냐가 유능한 외교관의 관건이다. 왕이는 일본어에 능통하다. 2004년부터 4년간 일본대사로 근무한 적이 있는, 중국 외교부 내에 얼마 남지 않은 지일파(知日派) 외교관 중 한 명이다.
","중국 외교관의 특징은 언어에 강하다는 점이다. 출신 대학이 어디냐가 아니라, 얼마나 현지어(現地語)를 잘하느냐가 유능한 외교관의 관건이다.",Sketch
" 이명박 대통령 때도 그랬다. 제가 대통령에게 제일 많이 한 말은 “대통령님, 그거 아닙니다. 저는 생각이 다릅니다”였다. 저는 외교문제에 대해서 대통령에게 ‘이렇게 하면 왜 안 되는지’ 항상 세 번씩 설득했다. 세 번째 얘기하면 ‘몇 번째 얘기하느냐’고 화를 내시는데, 나중에는 결국 제가 하자는 대로 결정을 했다. 다른 수석들이 “대통령한테 한 번 져주지 왜 매번 이기려고 그러냐”면서 답답해하기도 했다. 
 외교문제는 대통령과 참모가 서로 이기고 지는 차원이 아니다. 대통령이 판단과 결정을 잘못하면 국익에 손해가 갈 수 있다. 내가 야단을 맞더라도 이야기를 해야지, 어떻게 그냥 넘어가겠는가. 대통령도 나름대로 외교 철학이 있고 급히 원하는 게 있지만, 급한 것과 중요한 것은 다른 법이다.
 외교에서 제일 중요한 것은 ‘국가 또는 국가원수 간 친분을 넘어서는 협상력’이다. 우리와 친한 나라들과 협상하는 건 그렇게 어렵지 않다. 예를 들어 한미(韓美) FTA를 체결하고 싶어 하는 미국 대통령과 협상하는 건 어렵지 않다. 그런데 선거 공약으로 “한미 FTA를 깨겠다”고 한 버락 오바마 대통령을 설득해 협정을 체결한 사례는 극히 드문 것이다. 
 당시 한미 FTA로 제일 손해 보는 게 바로 미국 자동차 노조들이었다. 이 노조들은 민주당의 지지 기반이었다. 그런데도 우여곡절을 거쳐 이명박 정부 때 FTA가 체결됐다. 대통령 간 친분도 중요하고 국가 간 우호관계도 중요하지만, 그것보다 더 중요한 건 우리에게 상대방을 설득시킬 ‘레버리지’가 있느냐 하는 것이다. 상대방을 움직일 수 있는 힘은 레버리지다. 우리가 김정은에게 아무리 예쁘게 보이더라도, 김정은을 움직일 수 있는 카드가 없으면 아무런 소용이 없는 것이다.
","외교문제는 대통령과 참모가 서로 이기고 지는 차원이 아니다. 대통령이 판단과 결정을 잘못하면 국익에 손해가 갈 수 있다. 내가 야단을 맞더라도 이야기를 해야지, 어떻게 그냥 넘어가겠는가.",Sketch
" 비가 그친 사막에 다시 모래 산이 연이어 나타난다. 비온 뒤의 사막은 온통 거북등 모양을 하고 있다. 가뭄이 극심하면 거북등처럼 갈라지건만 물기가 마르는 것도 마치 거북등처럼 마르고 있는 것이다. 게다가 그 물기가 남은 곳에는 질긴 풀들이 자라니 지나가는 나그네의 눈에는 참으로 신기하기만 하다.
 하늘은 흐리고 사막은 고요하다. 이런 날은 자칫하면 졸음운전을 하기 쉽다. 깜박 졸았다 눈을 뜨니 기사가 졸음을 참는 듯 왼손은 천장의 손잡이가 빠질 정도로 힘주어 잡고 있다. 순간, 졸음은 만 리 밖으로 달아나고 후배를 깨워 열심히 떠들어댄다. 음악도 틀고 볼륨도 높인다. 그렇게 달리기를 세 시간. 처러(策勒)에 도착했다. 
 이곳에는 한나라 때의 군사기지였던 아싸고성(阿薩古城)터가 있다. 사람이 많은 번화가에서 수소문을 했지만 역시 아는 사람이 없다. 공안(경찰)에게 물으니 대략 방향만 알려준다. 길 찾기에 능숙한 기사가 다시 한 시간을 달린다. 
 날은 흐려 방위조차 분간하기 어려운데 너른 벌판에서 갈림길을 만났다. 지형지물조차 파악할 수 없으니 어느 쪽으로 가야 한단 말인가. 갈림길을 자세히 살펴봐도 똑같은 크기에 똑같이 자동차가 지나간 흔적이 있다. 실로 난감한 와중에 한 곳으로 결정을 내려야 할 즈음 오토바이를 탄 할아버지가 온다. 아! 오아시스와도 같은 구세주(救世主)를 만난 것이다. 
 오토바이가 온 길을 따라 들판 몇 개를 넘으니 그림인 듯 강 건너 마을 뒤로 성터가 보인다. 감격한 나머지 연달아 셔터를 누른다. 비온 뒤여서인지 황토빛 강물은 요란한 고함을 치며 흘러간다. 그 위로 사람만이 다닐 수 있는 다리가 놓여 있다. 
",비가 그친 사막에 다시 모래 산이 연이어 나타난다. 비온 뒤의 사막은 온통 거북등 모양을 하고 있다.,Sketch
" “그러면 우리 젊은 변호사끼리 당을 하나 만들어야겠네. 가칭 정의당이라고 하면 어떨까.”
 그의 말을 듣고 있던 박원순 변호사가 말했다.
 “형님들, 저는 말이죠, 그동안 《역사비평》이라는 잡지도 만들어보고 나름대로 여러 활동을 해왔잖아요? 그런데 요새 생각하는 건 시민운동을 한번 해보면 어떨까 해요. 아직 변호사라는 직업이 지성과 돈을 상징하는 직업이라 괜찮은 편이지만, 그런 모든 기득권을 포기하고 최소생계비 정도로 버티면서 7년만 활동하면 뭔가 손에 잡힐 것 같아요.”
 박원순 변호사는 다른 길을 모색한 것 같았다. 신기남 변호사가 뜬금없이 나를 보면서 이런 말을 했다.
 “우리가 인권운동이다 뭐다 하는데, 사실 우리나라 정치의 핵심은 정보기관이야. 여당보다 힘이 센 또 다른 정치세력이지. 정보기관을 알면 많은 걸 깨달을 거야. 참, 엄 변호사 보니까 첩보소설을 많이 읽던데 정보기관에 들어가 몇 년간 취재하면 아주 유익한 경험이 되지 않을까? 많은 걸 얻을 수 있을 거야.”
 그들은 둔한 내가 보지 못하는 것을 보고 듣지 못하는 것을 듣고 있는 것 같았다. 그 후 신기남 변호사는 국회의원이 되고 노무현 대통령 때는 여당의 대표가 됐다. 박원순 변호사는 참여연대 등 시민단체를 하다가 서울시장이 됐다. 사무실에서 구로공단으로 옮긴 이원영 변호사 역시 금배지를 달았다. 그 무렵 나는 문학변호사가 되기 위한 첫 체험 영역으로 정보기관의 내부로 들어갈 길을 모색하기 시작했다.⊙
",그 후 신기남 변호사는 국회의원이 되고 노무현 대통령 때는 여당의 대표가 됐다. 박원순 변호사는 참여연대 등 시민단체를 하다가 서울시장이 됐다. 사무실에서 구로공단으로 옮긴 이원영 변호사 역시 금배지를 달았다.,Sketch
" 한국의 대표 브랜드가 실종된 것은 홍보의 미숙함도 원인이지만 일관되게 한국을 설명하거나 이해시킬 종합적이고 전략적인 국가 이미지 창출 노력이 부족했기 때문이다. 선진 기술 국가 이미지를 내세울 것인지, 전통문화를 강조하는 역사 문화 이미지를 강조할 것인지 하는 전략이 없었다. 대표적 브랜드를 만들고 보완하고 여기에 맞는 세부 키워드를 조합하는 장기적 성향의 브랜딩 전략이 필요함에도 불구하고 상황에 따라, 필요에 따라 산발적으로 다양한 브랜드를 제공해 온 것이다. 
 한국어와 한국학을 보급하는 문화교류홍보 관련 기관을 살펴보자. 문화부 산하에 해외문화원, 국립국어연구소, 한국어세계화재단이, 교육부 산하에 한국교육원, 국제교육진흥원, 한국학중앙연구원이, 외교부 산하에 국제교류재단, 재외동포재단이, 국정홍보처 산하에 해외홍보원이 있다. 각 부서별로 업무는 중복되고 브랜드 제고 노력은 간데온데없다. 부처 간 이기주의, 밥그릇 싸움의 난맥상의 결과이다. 
 핵심적인 전략의 공유가 없는 상태에서 분산되고 개별적인 국가 브랜드 관리 활동은 홍보의 대상이 되는 외국인들에게 혼란을 초래할 수 있어 매우 비효율적이다. 
 선진국의 경우는 잘 알려진 바와 같이 영국의 브리티시 카운슬, 독일의 괴테 인스티튜트, 일본의 재팬 파운데이션 등이 자국의 언어, 문화, 예술, 학술교류를 체계적으로 보급, 홍보하며 국가 이미지를 높이고 있다.
 한국도 장기적인 방향에서 국가 브랜드를 창출하고 정부 내에 브랜드 활동을 유기적으로 통합, 조정하는 실질적 권한을 가진 조직이 필요하다. 2005년 노무현 정부 당시 국가이미지제고위원회를 만들어 이러한 역할을 시도했으나 부처 간의 벽을 허무는 데 실패했다. 이명박 정부에서는 2008년 국가브랜드위원회를 설립해 유사한 역할을 했으나 장기적 성향의 국가 브랜드 설정과 부처 간 활동을 통합, 조정하는 역할에는 여전히 못 미치고 있다. 실질적 권한이 없기 때문이다. 
","한국의 대표 브랜드가 실종된 것은 홍보의 미숙함도 원인이지만 일관되게 한국을 설명하거나 이해시킬 종합적이고 전략적인 국가 이미지 창출 노력이 부족했기 때문이다. 한국도 장기적인 방향에서 국가 브랜드를 창출하고 정부 내에 브랜드 활동을 유기적으로 통합, 조정하는 실질적 권한을 가진 조직이 필요하다.",Sketch
" 지난해 추신수의 동료였던 신시내티 내야수 잭 한나한(34)은 기자와의 인터뷰에서 “나는 징크스가 무척 많다”며 “안타를 치거나 팀이 연승을 하면 늘 같은 장소에 주차하거나 샤워도 꼭 동일한 장소에서만 한다”고 말했다. 한나한은 이어 “집에서 야구장으로 가는 길도 늘 같은 곳으로만 다닌다. 그러다 슬럼프에 빠지거나 팀 성적이 안 좋아지면 전부 다 바꾼다”고 말했다.
 한나한은 지난 2011년 추신수와 함께 클리블랜드에서 뛸 때 추신수가 캔자스시티 투수의 공에 맞아 양팀 선수들 간에 벤치클리어링(Bench clearing)이 일어나자 마치 자기 일처럼 흥분해 제일 먼저 필드로 달려나갔다. 당시 동료들이 한나한을 말리지 않았다면 추신수를 맞힌 투수와 주먹다짐이 일어날 수도 있었던 급박한 상황이었다.
 한나한은 기자와의 인터뷰에서 “추신수는 팀 동료이자 개인적으로 친한 친구이다. 물론 경기장에서 벤치클리어링이 자주 일어나서는 안 되겠지만 그해 유독 추신수가 공에 맞는 일이 많았다. 그래서 심기가 불편했는데 같은 투수가 또다시 추신수를 맞혀 화가 폭발했다”고 말했다.
 기자가 한나한에게 “향후 이와 유사한 일이 발생한다면”이라고 묻자 그는 주저 없이 “그럼 또다시 제일 먼저 필드로 달려나갈 것이다”라고 답했다. 하지만 추신수가 지난겨울 신시내티를 떠나 텍사스로 이적해 추신수를 향한 한나한의 동료애는 당분간 보기 힘들 전망이다.
 올 시즌 류현진의 퍼펙트(Perfect) 경기를 무산시킨 신시내티 3루수 토드 프래지어(28)의 징크스도 유별나다. 그는 지난 6월 기자와의 인터뷰에서 “유니폼 안에 특별한 셔츠를 챙겨 입는 징크스가 있다”고 운을 뗀 뒤 “경기가 시작되면 파울라인을 밟고 다니지 않는 징크스도 있다”며 “이는 야구를 처음 시작한 어렸을 때부터 지금까지 계속 이어오는 일”이라고 덧붙였다.
",지난해 추신수의 동료였던 신시내티 내야수 잭 한나한(34)은 기자와의 인터뷰에서 “나는 징크스가 무척 많다”며 “안타를 치거나 팀이 연승을 하면 늘 같은 장소에 주차하거나 샤워도 꼭 동일한 장소에서만 한다”고 말했다. 한나한은 이어 “집에서 야구장으로 가는 길도 늘 같은 곳으로만 다닌다. 그러다 슬럼프에 빠지거나 팀 성적이 안 좋아지면 전부 다 바꾼다”고 말했다.,Sketch
" 여기서 인민이 많다는 것은 다름 아닌 군사력이 강하다는 말이다. 이렇게 되면 군사, 부유함, 가르침의 문제는 자연스럽게 안연(顔淵)편에 나오는 공자와 자공(子貢)의 대화와 깊이 연결된다.
 〈자공이 바른 정치를 하려면 어떻게 해야 하느냐고 묻자 공자는 이렇게 답했다.
 “먹을 것을 풍족하게 하고[足食] 군대를 풍족하게 하고[足兵] 백성들이 정치지도자들을 믿고 따르게 하는 것[民信]이다.”
 이에 자공이 다시 물었다.
 “어쩔 수 없이 셋 중의 하나를 버려야 한다면 어떤 것을 먼저 버려야 하겠습니까?”
 공자는 “군사를 버려야 한다”고 답했다. 다시 자공이 물었다.
 “어쩔 수 없이 나머지 둘 중의 하나를 버려야 한다면 어떤 것을 먼저 버려야 하겠습니까?” 공자가 답했다.
 “양식을 버려야 한다. 예부터 사람은 누구나 다 죽음이 있거니와 사람은 믿음이 없으면 설 수 없다.”〉
 결국 두 편을 연결해보면 ‘부국강병(富國强兵)’과 ‘교화(敎化)’로 요약할 수 있다. 안연편을 편벽되게 해석하는 주자학(朱子學)은 족식(足食)과 족병(足兵)은 내버려둔 채 모든 것이 교화에 달려 있다고 보았다. 그래서 그들은 한당(漢唐) 시대를 한마디로 ‘공리(功利)만을 좇던 시대’로 매도하고 부국강병을 자신들의 관심이 아니라고 여겼다. 
 그러나 자로편과 안연편을 교차해서 읽어보면 공자의 본뜻이 어디에 있었는지를 아는 것은 어렵지 않다. 부국강병과 백성들을 도리로써 가르치는 일은 모두 군자의 마땅한 임무다.
",안연편을 편벽되게 해석하는 주자학(朱子學)은 족식(足食)과 족병(足兵)은 내버려둔 채 모든 것이 교화에 달려 있다고 보았다. 그래서 그들은 한당(漢唐) 시대를 한마디로 ‘공리(功利)만을 좇던 시대’로 매도하고 부국강병을 자신들의 관심이 아니라고 여겼다.,Sketch
" 일명 ‘Meal money(식비)’로 불리는 메이저리그 선수들의 지난해 하루 식비는 98달러(약 10만원)였다. 물론 구단이 선수들의 식비를 1년 내내 책임지는 것은 아니다. 식비는 스프링캠프와 원정경기 때만 지급한다. 홈에서 경기를 치를 때는 지급하지 않는다. 또한 지급방식도 스프링캠프 기간과 원정경기에 따라 차이가 있다.
 메이저리그 선수들 대부분은 시즌 중 특히 원정경기 때 하루의 식사를 야구장에서 해결하는 경우가 많다. 편리하기 때문이다. 이때 선수들은 야구장에 도착해 클럽하우스 내에 있는 식당에서 간단하게 요기를 하고 운동을 시작한다. 이때 메뉴는 시리얼이나 오믈렛 또는 샌드위치 등으로 클럽하우스 직원인 클러비가 선수들의 주문을 받아서 만들어 준다.
 야구장에 도착한 선수들은 먼저 개별운동을 하고 경기시작 약 3~4시간 전에 홈팀과 원정팀 순서로 단체훈련을 한다. 단체훈련이 끝나면 클럽하우스로 돌아가 샤워를 하고 경기에 나설 채비를 하는데 이때 1차 식사가 마련돼 있다. 그리고 경기가 끝나면 또다시 클럽하우스 내에 식사가 준비되는데 1차 때에 비해 양도 많고 메뉴도 다양하다.
 선수들이 먹는 식사량과 메뉴는 홈팀과 원정팀 모두 동일한데 보통 팀마다 계약된 케이터링(Catering) 업체를 통해 공급받는다. 조리된 음식을 제공해 주는 케이터링 업체는 식비를 홈팀 클럽하우스 매니저에게서 받아 가고, 클럽하우스 매니저는 양팀 선수 1인당 하루에 약 65~85달러를 식비와 팁 명목으로 받는다. 물론 개중에는 이보다 더 많은 액수를 지급하는 선수도 있다. 특히 클러비에게 세차나 심부름 등 개인적인 용무를 부탁한 경우가 그렇다.
",메이저리그 선수들 대부분은 시즌 중 특히 원정경기 때 하루의 식사를 야구장에서 해결하는 경우가 많다. 이때 선수들은 야구장에 도착해 클럽하우스 내에 있는 식당에서 간단하게 요기를 하고 운동을 시작한다. 이때 메뉴는 시리얼이나 오믈렛 또는 샌드위치 등으로 클럽하우스 직원인 클러비가 선수들의 주문을 받아서 만들어 준다.,Sketch
" 미국과 러시아가 지상군을 파견할 경우 IS 하나 없애는 것은 식은 죽 먹기다. 그러나 오바마는 행동을 주저한다. 지난해 12월 17일 오바마는 미국 주요 언론사 간부와 만난 자리에서 “미국 지상군이 IS와의 전쟁에 나설 경우 하루 100명의 사망자가 나올 수 있다”고 말했다. 21세기 미국은 하루 100명, 아니 하루 10명의 미군 사망자도 견뎌 낼 수 없는 것이다. 미국 언론 가운데 IS와 싸우기 위해 지상군을 파견해야 한다고 주장하는 곳은 한 군데도 없다.
 G-0는 무력(武力) 약화와는 무관하다. ‘평화안전 제일주의’의 결과다. 죽어도 좋다고 달려드는 집단이나 나라에 맞서 100명, 아니 1000명, 나아가 1만 명의 죽음을 불사하면서까지 해결점을 찾겠다는 의지가 애초부터 없는 것이다. 미국이 안 되는 걸 알면서도 외교문제를 통해 북한의 핵문제를 해결해 보겠다고 안간힘을 쓰는 것도 G-0시대의 당연한 결과이다.
 그러나 G-0시대에도 전 세계에 대한 미국의 영향력은 여전하다. 미국은 ‘카우보이’로서의 영향력은 약화됐다. 그러나 다른 부분의 파워를 통해 글로벌 패권(覇權)은 지키고 있다. 미군의 출혈(出血) 없이, 글로벌 지분(持分)은 그대로 지키는 리더십이다.
 어떻게 그런 상황이 가능할까? G-0 주창자 이언 브레머는 ‘금융무기화(Weaponization of Finance)’와 ‘국가자본주의(State Capitalism)’라는 말로 풀이한다.
",‘평화안전 제일주의’의 결과다. 미국이 안 되는 걸 알면서도 외교문제를 통해 북한의 핵문제를 해결해 보겠다고 안간힘을 쓰는 것도 G-0시대의 당연한 결과이다.,Sketch
" 마키아벨리는 《군주론》 16장과 17장에서 ‘경멸’과 ‘증오’라는 것도 말했다. 거기서도 그의 삼분화된 세계 인식이 잘 드러난다. ‘너그럽다’ ‘관대하다’는 평판에 군주가 목을 매면 경멸과 증오를 받는다고 했는데, 그 경멸과 증오의 주체가 같지 않다. 경멸하는 자가 따로 있고 증오하는 자가 따로 있다.
 경멸하는 자는 누구인가? 귀족들이다. 마키아벨리의 입장에서 보기에 그들은 군주와 대등한 위치에 있다. 대등한 혈통적(血統的) 권리를 지녔고 경제적으로도 큰 차이가 없다. 군주가 너무 퍼주다 보니 결국 가진 것들을 탕진해 귀족들에게 줄 재산과 영토가 없어진다면 귀족들은 군주를 경멸하고 멸시한다. 반면에 인민들은 군주를 증오한다. 군주가 귀족들에게 환심을 사기 위해 빈털터리가 되는 과정에서 너무 많은 것을 군주에게 빼앗겼기 때문이다.
 마키아벨리는 ‘경멸’이라는 표현을 왜 썼을까? 간단한다. 군주와 귀족을 서로 경쟁관계로 본 것이다. 군주와 귀족을 한비자와 마찬가지로 이해관계가 엇갈리는 대립관계로 본 것이다.
 ‘증오’라는 표현은 왜 썼을까? 군주와 백성을 시혜(施惠)와 우정의 관계, 긍정적 교환관계로 본 것이다. 동일한 이해관계를 가질 수 있는 사이로 본 것이다.
 한비자와 마키아벨리는 삼분해서 보는 것도, 군주와 귀족관계·군주와 백성의 관계를 보는 관점도, 누구에게 엄하고 누구에게 관대해야 하는지에 대해 내린 결론까지 흡사하다. 아니 똑같다고 볼 수 있다. 한비자와 마키아벨리의 관점이 이렇게 비슷하다.
",마키아벨리는 《군주론》 16장과 17장에서 ‘경멸’과 ‘증오’라는 것도 말했다. 마키아벨리는 ‘경멸’이라는 표현을 왜 썼을까? 군주와 귀족을 한비자와 마찬가지로 이해관계가 엇갈리는 대립관계로 본 것이다.,Sketch
