,Summary,Passage,Style
10,사유재산이 아직 완전하게 인정되지 않는 중국에서 주택은 국가로부터 70년 임대하는 것이지만 소유권처럼 매매된다.,"산탕제를 떠나면서 재개발 보상금 3억원 8천만원과 다른 지역의 아파트 입주권을 받았다.
하지만 원하는 집을 사기 위해 저축을 하고 있다.
사유재산이 아직 완전하게 인정되지 않는 중국에서 주택은 국가로부터 70년 임대하는 것이지만 소유권처럼 매매된다.
부인도 자동차 부품회사를 다니며 맞벌이 중이다.
저녁 008시 무렵 쑤저우 시의 한 공원 사람들이 음악에 맞춰 춤을 추고 있다.
이 춤을 광장 춤이라고 부르는 데중국에 서는 흔히 볼 수 있다.
세계 어디든 차이나타운에서는 광장 춤을 볼 수 있다고 한다.
메이핑화 할머니가자기 동네 노인들은 걱정이 없다고 한다.
할머니가 우리를 안내한 곳은 아파트단지 주민센터 다른 지역과 달리 쑤저우에는 주민위원회가 직접 운영하는 주민센터가 있다.
이 시설은 이곳 주민을 위한 곳이지만 노인들에게 특별한 배려를 하고 있다.",Painterly art
11,보르토르마을의 선착장에서 2인승 카약을 탔다. 이번에는 맹글로브 숲속으로 들어간다. 좁은 물길을 힘들게 헤쳐가다 보니 막다른 길이 나온다. 수위가 낮아져 물길이 끊긴 것이다.,"이 화석들이 버텨온 4000만년이 넘는 시간들을 해 생각하며 그 위에 깃털보다 가벼운 2015년을 얹었다.
오래된 땅의 흔적을 보았으니 오래된 인간의 흔적을 찾을 차례다.
보르토르마을의 선착장에서 2인승 카약을 탔다.
끄라비의 석회암 지역은 수많은 동물들을 품고 있다.
롯 동굴이 처음 만난 동굴이다.
기묘하게 생긴 종유석들을 지나좁은 동굴 터널을 지나간다.
동굴 속 소리울림처럼 묘한 설렘이 일어난다.
이번에는 맹글로브 숲속으로 들어간다.
좁은 물길을 힘들게 헤쳐가다 보니 막다른 길이 나온다.
다들 난감해하는 표정이다.
수위가 낮아져 물길이 끊긴 것이다.
카약을 물길이 이어지는 곳으로 옮겨보지만 시간이 많이 걸릴 것 같다.
결국 뒤 사람들은 우회로를 선택하기로 했다.",Painterly art
12,프라낭 반도는 세계적인 암벽등반의 명소다. 지구촌 여기저기서 등반가들이 거친 암벽에 도전하기 위해 이곳에 모인다. 원시의 힘이 느껴지는 프라낭 반도는 사람들에게 모험심을 불러일으킨다.,"200m가 넘는 아찔한 절벽에 사람들이 점점이 박혀 있다.
프라낭 반도는 세계적인 암벽등반의 명소다.
지구촌 여기저기서 등반가들이 거친 암벽에 도전하기 위해 이곳에 모인다.
한쪽에는 작은 연습용 암벽이 있다.
등반하기에는 너무 어려 보이는 아기가 아빠와 함께 준비를 한다.
그 옆에는 두 여자아이도 준비운동을 한다.
아빠의 도움을 받아 올라가던 아이는그만 울음을 터뜨리고 만다.
아직은 아빠의 욕심인 것 같다.
자매 중 언니로 보이는 여자아이가 제법 야무지게 암벽을 탄다.
그 사이 아기는 자기에게 어울리는 놀이를 찾았다.
그리고 남자친구도 찾은 것 같다.
용감한 자매는 사람들의 환호 속에 멋지게 암벽등반에 성공했다.
원시의 힘이 느껴지는 프라낭 반도는 사람들에게 모험심을 불러일으킨다.
 이 아이도 동굴의 유혹에 끌려 가슴 두근대는 미지의 세계로 들어간다.",Painterly art
13,프라낭에서 최고의 모험은 산 정상의 호수로 가는 트레킹이다. 안전을 보장할 수 없는 트레킹 코스다. 체력과 담력에 자신이 없는 사람들은 포기하는 편이 좋을 것 같다.,"이 짧은 모험의 기억은 약간의 과장이 더해져 친 구들에게 전해질 것이다. 
프라낭에서 최고의 모험은 산 정상의 호수로 가는 트레킹이다. 
입구에서부터 선뜻 발걸음이 떨어지지 않는 분위기다.
처음부터 수직에 가까운 경사를 로프를 잡고 올라가야 한다. 
낙오자가 나오는 건 당연하다. 
체력과 담력에 자신이 없는 사람들은 포기하는 편이 좋을 것 같다. 
안전을 보장할 수 없는 트레킹 코스다. 
고비를 넘긴 도전자에게는 첫 번째 보상이 주어진다. 
프라낭 반도를 한눈에 바라보는 전망이다. 
이제 호수로 내려가는 길이다. 
지금까지 고생은 앞으로 갈 길에 비하면 아무것도 아니다. 
정말 먼저 발길이 떨어지지 않는 코스다. 
뒷사람들이 걱정스러운 표정으로 바라본다. 
좁은 바위틈을 비집고 힘겹게 내려오면 또 낭떠러지다. 
이 커플은 결국 도전을 멈추고 돌아가기로 했다.",Painterly art
14,오두막 식당 위에서 드론 카메라를 작동시켰다. 솔다마을은 훌륭한 알파인을 배출한 곳이기도 하다. 광활한 스키장의 모습을 하늘에서 보니정말 장관이었다.,"오두막 식당 위에서 드론 카메라를 작동시켰다. 
광활한 스키장의 모습을 하늘에서 보니정말 장관이었다. 
리프트는 정상 너머 끝없이 이어져 있었다. 
3250m 마지막 리프트 정거장에서 스키활강을 했다. 
장렬하는 태양과 더불어 반짝이는 흰 눈 그리고 기이한 암벽이 한눈에 가득 차 굉장히 인상적이었다. 
달리는 가슴은 온 세상을 받아들일 것처럼 시원하고 상쾌했다. 
솔다마을은 훌륭한 알파인을 배출한 곳이기도 하다. 
바람이 몹시 불었다. 
곧 눈보라가 몰아칠 것처럼 간판이 심하게 흔들렸다. 
라인홀트 메스너는 이곳에서 야크를 키우면서 산악박물관을 운영하고 있었다.",Painterly art
15,"라인홀트 메스너는히말라야 8000m 14좌를 처음으로 완등한,이탈리아가 자랑하는 산악인이다. 그러나 동생을 산에서 잃은 비극적 인물이기도 하다.","닭들이 줄줄이 나와 나를 반겼다.
산악박물관은 반지하로 지어져 있었는데 지붕 위의 산양이 이 박물관을 지키듯내려다 보고 있었다.
라인홀트 메스너는히말라야 8000m 14좌를 처음으로 완등한,
이탈리아가 자랑하는 산악인이다.
그러나 동생을 산에서 잃은 비극적 인물이기도 하다.
메스너는 빙하와 얼음이라는 주제로 자신이 느껴왔던 산악세계를 표현하고자 솔다에 박물관을 세웠다.
그는 2010년에 산악인의 오스카상이라고할 수 있는 황금피켈상을 수상했다.
1800년대 초반에 사용됐던 피케를 과옛날 스키장비들이 전시돼 있었다.
그리고 할아버지가 만들어주신 듯한 오래된 썰매도 있다.
100여 년 전 돌로미티 옛 모습을 그린소중한 그림들도 볼 수 있었다.
산은 우리에게 영감을 준다.",Painterly art
16,피지의 역사를 알아보기 위해 박물관에 가봤다. 이웃 남태평양 국가들과의 전쟁 때 사용된 보트며 전쟁무기가 전시돼 있다.,"그가 몸을 움직인다.
주변에 사람이나 위험요소가 없을 땐 몸을 움직여도 된단다.
피지의 역사를 알아보기 위해 박물관에 가봤다.
이웃 남태평양 국가들과의 전쟁 때 사용된 보트며 전쟁무기가 전시돼 있다.
용맹했던 한 추장이 사용했다는 곤봉이다.
기독교를 배우던 6명의 사람들이원주민들에게 잡아 먹혔다는,
이른바 1867년 토마스 베이커의 비극 유품들이다.
당시 희생됐던 사람들을 먹을 때 사용한 포크 이것은 가죽제품이어서 먹지 못했다는 신발이다.
불과 150년 전의 일이라니 믿어지지가 않는다.
일요일 오전 거리가 텅 비었다.
인구의 60%가 교회나 성당에 가기 때문이다.
남녀 모두 피지식 전통정장을 하고 교회나 성당에서 예배를 보는 모습은,
시장이나 거리에서 피지 사람을 볼 때와는 느낌이 달랐다.
정오 무렵 예배를 마치고 막 나온 사람들과 마주쳤다.",Painterly art
17,고산지대에 염전이라니 페루는 가는 곳마다 수수께끼의 연속이다. 바로 산 위의 암염이 녹아 흘러내린 물을 가둬 소금을 만든다고 한다.,"협곡 경사면에 퍼즐처럼 자리한 염전들의 규모가 실로 놀랍다. 
지금은 우기여서 흙탕물로 염전들이 흙빛이다. 
고산지대에 염전이라니 페루는 가는 곳마다 수수께끼의 연속이다. 
수로의 물을 먹어보니 정말 바닷물만큼 짜다. 
바로 산 위의 암염이 녹아 흘러내린 물을 가둬 소금을 만든다고 한다. 
이렇게 잉카의 수수께끼를 또 하나 푼다. 
또 다른 고산지대의 극한체험을 위해 해발 3000m에 오른다. 
바로 안데스협곡을 한 줄 케이블에 매달려 내려가는 집라인이다. 안
전요원은 주의사항 전달에 한창이다. 
브라질에서 온 루이는 잔뜩 긴장한 얼을 얼굴이다. 
하지만 출발만큼은 남자답게 어떤 이들은 훨씬 더 과감한 자세로집라이닝을 즐긴다. 
보는 내가 더 불안하다. 
드디어 올 것이 왔다. 
놀이공원 바이킹도 절대 타지 않는 내게 안전요원의 말은 전혀 들리지 않는다.",Painterly art
18,마야문명은 19세기 한 탐험가에 의해 비로소 세상에 알려졌고 지금도 발굴이 진행 중이다. 이들에게 문명은 전수되지 않았지만 마야의 모습은 다양한 방법으로 추억되고 있다.,"어느 날 갑자기 밀림에 버려졌다.
마야문명은 19세기 한 탐험가에 의해 비로소 세상에 알려졌고 지금도 발굴이 진행 중이다.
선조 마야인들이 떠난 자리를 다시 그들의 후손들이 채우고 있다.
이들에게 문명은 전수되지 않았지만 마야의 모습은 다양한 방법으로 추억되고 있다.
칸쿤에서 치첸잇사를 거쳐 도착한 곳 메리다다 숙소로 가기 전 메리다의 밤거리를 둘러 보려는데 마차 주변이 썰렁하다.
14살 때 사고로 다리를 잃었지만 마부 경력은 40년이 넘는다고 자랑한다.
시원한 밤 공기를 마시며 출발 소칼로광장을 거쳐 작은 상가를 지나자 몬테호동상이 나온다.
몬테호는 1542년 메리다 도시를 세워 유카탄을 문화수도로 만들었다.
밤에도 아름다운 몬테호 거리 조금 더 가니 특별한 조형물이 나온다.",Painterly art
19,베트남은 대부분 장례식을 집에서 치른다. 중국 남송시의 주자학의 관혼상제가 전해져 유교적 전통이 강하다. 조문객이 밤을 세워주는 풍습도 남아 있다고 한다.,"작은 결혼식이라 보면 된다. 
약혼식이 있으면 대개 한 달 후쯤으로 길일을 찾아 결혼식 날짜를 잡는다.
결혼 후 가정을 꾸리는 데 드는 비용도 신랑이 마련하는 게 베트남 전통이다. 
그러나 요즘 도시에서는 신부 측도 어느 정도 비용을 부담하는 추세라고 한다. 
신부가 연상인 커플이다. 
신랑집으로 신부를 데리고 가는 것으로 약혼식이 마무리된다. 
오늘은 참 묘한 날이다. 
약혼식을 보고 나서 시내를 지나다 우연히 상가집을 발견했다. 
베트남은 대부분 장례식을 집에서 치른다. 
중국 남송시의 주자학의 관혼상제가 전해져 유교적 전통이 강하다.
악단의 연주는 곡소리를 대신해 주는 의미라고 한다. 
고인은 103세에 돌아가셨다. 
호상인 셈이다. 
조문객이 밤을 세워주는 풍습도 남아 있다고 한다. 
후손들의 복장도 다르다.",Painterly art
20,"걸으면서 걷는 동작에 마음을 집중하는 수행이다. 수행을 통해 마음속 어리석음과 탐욕, 분노를 없애고 지혜, 관용, 자애를 얻고자 한다.","걸으면서 걷는 동작에 마음을 집중하는 수행이다.
수행을 통해 마음속 어리석음과 탐욕, 분노를 없애고 지혜, 관용, 자애를 얻고자 한다.
고맙게도 스님은 라오스에서의 촬영이 잘 진행되도록 축복해 줬다.
저절로 끊어질 때까지 끈을 임의로 풀어서는 안된다고 한다.
1565년 건립된 왕실 사원 호 파케오 태국과의 전쟁으로 파괴됐다가 1942년 시멘트로 복원됐다.
에메랄드 불상인 파케오가 있던 곳이다.
이곳에서도 결혼식을 앞둔 예비 부부가야외촬영을 하고 있었다.
라오스의 전통 결혼예복이다.
1779년 에메랄드 불상 파케오를 태국에 빼앗겼다.
현재 파케오 불상은 태국 방콕에 있다.
파케오 불상을 다시 모셔 오는 것이라 오스인들의 오랜 염원이다.
비엔티안에 남아 있는 가장 오래된 사원.",Painterly art
21,"시사켓에는 6000개가 넘는 불상이 모셔져 있다. 불상의 대부분은 이곳 비엔티안에서 만들어졌고 15, 16세기에 루앙프라방에서만 들어진 것도 있다고 한다.","이곳만큼은 파괴하지 않았다고 한다. 
시사켓에는 6000개가 넘는 불상이 모셔져 있다. 
불상의 대부분은 이곳 비엔티안에서 만들어졌고 15, 16세기에 루앙프라방에서만 들어진 것도 있다고 한다.
불상 중에는 이렇게 얼굴이 없는 불상도 있다.
신체의 일부가 사라지거나 몸통만 남아 있어도 그대로 부처다. 
심하게 훼손되거나아예 불상 없이 받침대만 남아 있어도 차별 없이 모두가부처로 대접받는 나라가 바로 라오스다. 
1563년 창건된 시무앙 사원 다른 사원들과 마찬가지로태국군이 파괴해 사라졌다가 1915년 재건됐다. 
기도가 잘 이루어지는 영험한 사원이라고 한다. 
사원이 재건될 때 공사에 어려움을 겪자 임산부였던 시라는 여인이공사현장에 몸을 던져 희생하면서 절의 완공을 기원했다.",Painterly art
22,"라오스식 정찬이다. 대나무로 짠 그릇에 담겨 나오는 카오니 아오라 부르는 찰밥에,국과 고기, 채소반찬들이 곁들여진다.","불교에 대해 궁금한 점들을 물어봤다.
아버지를 위해 머리 깎고 기도하는 그의 효심이 바로 불심인 듯싶다.
아래의 입은 지옥문을 형상화한 것이라 한다.
위 부분은 극락을 형상화했다.
극락과 지옥이 내부의 가파른 계단으로 연결돼 있다.
라오스의 부엌이라는 이름의 레스토랑 프랑스 식민지 시절에 저택을 수리해 라오스 전통음식점으로 쓰고 있다.
인기가 많아 예약을 하지 않으면 자리잡기가 어렵다.
4명의 연주자들이 라오스 전통음악을 연주했다.
실로폰과 소라는 두 줄 현악기,작은 북 등으로 전통곡을 들려준다.
라오스식 정찬이다.
대나무로 짠 그릇에 담겨 나오는 카오니 아오라 부르는 찰밥에,
국과 고기, 채소반찬들이 곁들여진다.
라오스 전통춤 람봉이다.
손가락을 아름답게 움직이며 돌면서 추는 춤이다.
라오스는 농업국가다 주요 작물은 쌀이다.",Painterly art
23,라오스 제2의 도시 루앙프라방 1995년 시 전체가유네스코 세계문화유산으로 지정됐다. 식민지 시절 프랑스의 영향을 많이 받은 곳이다.,"1576년 세워진 높이 30m의 푼탑 폭격과 세월을 참아내며 위태롭게 서 있다.
벽돌로 지어진 탑이다.
벽돌 사이로 쓸쓸함만 남아 있다.
루앙프라방으로 가는 길이다.
2000m 이상의 고개를 넘어야 한다.
라오스는 국토의 90%가해발 1800m가 넘는 산악국가다.
가장 높은 산은 2820m의 비아산으로 백두산보다 높다.
라오스 제2의 도시 루앙프라방 1995년 시 전체가유네스코 세계문화유산으로 지정됐다.
식민지 시절 프랑스의 영향을 많이 받은 곳이다.
이 건물은 1940년에 지어졌다.
루앙프라방에서는 이렇게 지어진 연도를 건물에 표시해 놨다.
1935년에 지어진 80년 된 건물이다.
현재 여행사가 쓰고 있다.
1933년에 지어진 이 건물은 잡화점이다.",Painterly art
24,"샘 휴스턴은 1793년 미 동부 버지니아에서 태어나 20세에 군인이 됐고,1836년 04월 휴스턴만 연안의샌 제신토에서의 전투를 승리로 이끌어 텍사스를 멕시코로부터 독립시켰다.","19세기 미 대륙을 횡단했던 증기기관차를 본따 만든 관광용 열차는,
이 공원의 대표적인 명물이다. 
공원 북쪽 입구에는 휴스턴 동상이 있다. 
이 도시를 있게 한 바로 그 사람이다. 
샘 휴스턴은 1793년 미 동부 버지니아에서 태어나 20세에 군인이 됐고,
1836년 04월 휴스턴만 연안의샌 제신토에서의 전투를 승리로 이끌어 텍사스를 멕시코로부터 독립시켰다. 
이 도시의 이름 휴스턴은 그에게서 따온 것이다. 
공원 안에는 호수, 야외 음악당, 골프코스, 동물원 등이 있어 휴스턴 시민들에게 가장 사랑받는 곳이다. 
그저 즐겁게 뛰놀면 그만, 이름이 무슨 상관인가 몸과 마음을 편히 쉬는, 요새 말로 힐링하는 곳이 공원 아닌가 공원의 한쪽 구석에 이 땅을 기부한 사람을 기리는 동상이 있다. 
조지 허먼이다.",Painterly art
