Passage,Summary,Style
" 벌써 석 달 동안을 두고 백 번을 그렸는지 이백 번을 그렸는지 모르는 소희의 얼굴을 그리는 것이었었다. 인물화 스케치에 특이한 재주가 있고 또 공부도 있는 만큼 그는 잘 그릴 줄을 알았다. 그는 언제인가 점심 시간에 종이 쪽에다 ‘골난 곰보주임’이라는 스케치를 하였다가 제 본부 구십 명 직공을 허리가 부러지게 웃기고 그 본인인 곰보주임에게는 꾸중을 톡톡히 들은 일이 있었다. 사각사각 소리가 나며 하얀 목탄지 위에 익단 솜씨의 소희의 얼굴―사진보다도 더 정확하고 섬세한 표정까지 나타난―소희의 얼굴이 도렴직하게 드러났다. 소곳한 얼굴, 금시 감으려는 듯한 갸름한 눈과 살폿 아래로 처진 눈초리, 얼굴 균형에 꼭 알맞은 코, 보이는 듯 마는 듯한 입모습을 스치는 미소, 그리고 공간이 동그랗고 예쁘장스러운 조그마한 아래턱…… 그려놓고는 옆에다 ‘수줍은 처녀’라고 썼다. 그 옆에다가는 ‘수줍은 소희’라고 썼다. 그는 다시 낙서(落書)질을 하기 시작하였다. ‘소희’라고도 물론 많이 썼지만 그것보다도 체증 있는 사람이 가슴에 막힌 트림을 토해내려고 애를 쓰듯이 그의 마음속에 무겁게 쌓인 답답한 생각을 한 마디 한 마디 써놓았다. “어릿광대 어릿광대 나는 어릿광대…… 꿀 먹은 벙어리 내종 든 황소 앓듯이 꿍꿍 앓으면서…… 소희 소희 소희 관음보살. 눈을 아래로 내려 감고 말없이 앉은 관음보살 소희. 스무 살 먹은 어린애기……인조인간…… 울어야 할 것을 웃어야 할 어릿광대 자존심…… 단념은 하고 잊지는 못하는 마음의 애달픔…… 소희 소희 소희 소희………… 소희 소희 스핑스 스핑스 속이 멫길? 얼마나 깊길래……? 어서 시집이나 가지…… 탄다라 스 탄다라 스 나는 탄다라 스 머리 위에 달아맨 고운 과실. 보고도 못 먹는 손을 때려면 달아나는 고운 과실…… 호수(湖水)에 갇힌 탄다라 스 탄다라 스.” 병조는 울화가 복받쳐 쓰던 연필로 종이를 싹싹 긋고 벌떡 일어서며 “탄다라 스 탄다라 스 내가 왜 미치잖나!?” 하고 부르짖었다.
",인물화 스케치에 특이한 재주가 있고 또 공부도 있는 만큼 그는 잘 그릴 줄을 알았다. 그는 언제인가 점심 시간에 종이 쪽에다 ‘골난 곰보주임’이라는 스케치를 하였다가 제 본부 구십 명 직공을 허리가 부러지게 웃기고 그 본인인 곰보주임에게는 꾸중을 톡톡히 들은 일이 있었다. 사각사각 소리가 나며 하얀 목탄지 위에 익단 솜씨의 소희의 얼굴―사진보다도 더 정확하고 섬세한 표정까지 나타난―소희의 얼굴이 도렴직하게 드러났다.,Pop art
" 잿더미가 된 대로마 뒤에 오는 장면은 위대한 창조의 모습이었을 것이다.
일체의 악이 소진해버린 터에 선한 새싹이 부쩍부쩍 자라 올라오는 대견한, 아니 가슴 뻐근한 신생의 기쁨이었을 것이었었다. 이 위대한 재생의 모습에 연막을 쳐서 잘 보이지 않게 하는 또 하나의 악을 준이는 발견해냈던 것이 다. 그것은 오늘의 악을 기러낸 싹이었었고 대로마 이후 모락모락 자란 싹이었 었다. 그 싹에서 많은 악의 꽃이 피었었고 열매를 맺게 한 싹이다. 연산군 도 그 열매의 하나였고 카이제르와 히틀러와 도오죠(東條)가 역시 그랬다.
이 악의 열매의 하나를 준은 지금 또 발견한 것이었었다. 이 악의 열매는 그로부터 불과 몇 피트 전면에 있었다. 카이로 선언과 포 츠담의 회담으로 해방이 된 이 민족을 오늘과 같이 동강 난 불행한 민족으로 만들어떼어 악의 화신이 바로 그가 앉은 자리로부터 셋째 앞 의자에 버티고 앉아 있는 것이었다. 삼십대까지도 아직 가지 못했음직한 젊은 녀석이었다.
애인인지도 모른다. 아내인지도 모른다. 데리고 노는 기생이지도 모른다.
남편 몰래 뒷구멍으로 도둑고양이처럼 젊은 사내들의 입술을 핥고 다니는 궐녀인지도 모른다. 그 악의 또 하나의 열매는 이 젊은 여자와 같이 온 고 양이였다. 대리석처럼 흰 여자였다. 그 여자는 연상 재잘거리면 악의 열매 를 보고 웃고 한다. 잘강잘강 껌을 씹으면서였다. 착살맞게도 잘강 거린다.
좋아서 얄을 떤다는 것이 사나이의 귀나 물어뜯고 할퀴고 암내 난 짐승처럼 깨우거릴 그런 체신의 여자다. 그런 여자일 것을 연상케 하는 껌 씹는 소리 다.
",이 위대한 재생의 모습에 연막을 쳐서 잘 보이지 않게 하는 또 하나의 악을 준이는 발견해냈던 것이 다. 그것은 오늘의 악을 기러낸 싹이었었고 대로마 이후 모락모락 자란 싹이었 었다. 그 싹에서 많은 악의 꽃이 피었었고 열매를 맺게 한 싹이다.,Pop art
"이 당돌한 이야기를 석경 노인한테 이해시킨다는 것은 거의 절망에 가까운 노릇이었다.
""어떨까요? 방법이 없을까요?"" 송씨는 난처해하는 눈치더니, ""어떨까요? 도리가 없겠습니까?"" 하고 내게다 되레 묻는 것이다.
담배를 피우지 않고 제작을 할 도리가 없겠느냐는 소리다. 이 반문에 나는 송씨보다도 더 난처했다. 그렇다고 골통대를 몰고 석정 노인 앞에 나설 수도 없는 노릇이었다. 그야말로 엽총을 들이대지 말란 법도 없다 싶었다.
""어디 해보십시다. 작품이 좀 덜되는 것이 낫지 엽총에 맞아 쓰러져야 쓰 겠습니까."" 하고 나는 웃었는데도 송씨는 이 앓는 사람 표정이다.
송씨도 교양이 있고, 또 예술가에게 예술적인 감흥이 얼마나 중대하다는 것 을 이해하는 사람이었다. 그것은 그가 술집에서 한 이야기로도 짐작이 되거 니와 그 뒤의 나를 정해준 그 편지에서도 충분히 확인되고 있다. 송씨 집에 와서도 그는 예술가인 나의 자존심을 혹시 상할까 해서 일상 회화에서도 몹 시 신경을 쓰는 것으로 미루어보아도 짐작이 되었다.
""어쨌든 해보겠습니다. 선천적인 것도 아니고, 불과 십 년 간의 습성이니까 요…"" 이렇게 그날 나는 처음으로 석경 노인 앞에 화필을 들고 섰던 것이다.
그러나 나는 그 어쨌든이란 나의 생각이 실로 무모한 생각이었음을 발견하 지 않으면 안되었다. 진딧물이 켜켜 앉은 나의 머릿속에서는, 감흥은커녕 찬바람만이 일고 있었던 것이다. 나의 머릿속은 녹슨 기계처럼 돌아가지를 않았다. 석경 노인의 얼굴의 특징은 수북한 눈등과 한 줌 덥석 집어다 붙인 것 같은 겉눈썹에 있었다. 이 두 줌의 곁눈썹 사이를 산둥성이처럼 미끄러져 내려간 코의 인상이 그대로 이 노인의 고집 이었다. 눈도 사암했다. 그러면 서도 전체의 균형으로 보아 약간 평면적인 감이 있는 광대뼈와 두툼한 입술 밑으로 차차분하게 빗겨 내린 것 같은 하이얀 수염이 상부의 사암기를 덥어 주고 있다. 옆으로 볼 때에 목뼈가 유난히 나온 것이 퍽 인상적이었는데 정 면으로 앉고 나니 수염이 가리어 유감이었다.
",석경 노인의 얼굴의 특징은 수북한 눈등과 한 줌 덥석 집어다 붙인 것 같은 겉눈썹에 있었다. 이 두 줌의 곁눈썹 사이를 산둥성이처럼 미끄러져 내려간 코의 인상이 그대로 이 노인의 고집 이었다. 옆으로 볼 때에 목뼈가 유난히 나온 것이 퍽 인상적이었는데 정 면으로 앉고 나니 수염이 가리어 유감이었다.,Pop art
" 곰배님배 모이를 주워치던 닭은 별안간 캑캑 하고 주둥이를 땅에다 쥐어 박는다. 그러면서 안타까운 듯이 주둥이를 땅에다 줄줄 끌면서 어쩔 줄을 모르고 뒤로 물러 걸음을 치며 가리 안을 뱅뱅 돈다. 웬 까닭일까? 금순이는 가리를 방싯이 들고 손을 넣어 닭의 발목을 붙들 어 내었다. 그리고 주둥이를 비집어 보았다. 뜻밖에도 주둥이 아래턱 사이 에 부러진 바늘 토막이 딱 모로 서서 걸려 있었다. 고팠던 배에 가릴 여지가 없이 분주히 주워 먹다가 그만 바늘까지 겹집어 삼킨 듯 싶었다. 금순이는 나무 꼬치로 바늘을 걸어서 퉁기어 보았다. 꽤 깊이 박혔다. 움직이지도 않는다. 닭은 아픈 듯이 캑캑 하고 요동을 친다. 어떻게 해야 바늘을 바로 뽑아낼까, 금순은 새끼손가락을 닭의 주둥이에 들이밀어 바늘을 걸었다. 아픔을 참지 못하는 듯 닭은 화드닥 하고 깃부츰 을 한다. 그 바람에 걸렸던 바늘은 얼결수에 손 끝에 걸려 나왔다. 그러나 품 안에 닭은 자기도 모르게 빠져 나서 담 모퉁이로 비칠비칠 달아나고 있 다. 아하, 닭을 놓쳤구나! 저 닭을 어떻게 붙드나? 하는 생각과 같이 그렇게 도 닭의 목숨만을 애처롭게 생각하던, 그리고 걸린 바늘까지 그것도 어떻게 아프지 않게스리 하는 생각만에 그저 닭에게 향한 애처로움 만으로 가득 찼 던 금순의 마음은 한 떼의 구름 앞에 침노를 받은 달같이 갑자기 마음이 흐 리어졌다. 저 닭을 잡지 못하는 날이면 어머니한테 꾸중을, 아니 매까지 맞 을 것이라는 두려운 생각이 무엇보다 먼저 떠올랐다. 그리하여 금순이는 아 무것도 생각할 능력을 잃고 오직 두려운 공포 속에 마음이 떨릴 뿐이었다.
",뜻밖에도 주둥이 아래턱 사이 에 부러진 바늘 토막이 딱 모로 서서 걸려 있었다. 곰배님배 모이를 주워치던 닭은 별안간 캑캑 하고 주둥이를 땅에다 쥐어 박는다. 그리고 주둥이를 비집어 보았다.,Pop art
"성군 (星群) 밤이 깊어지고 이지러진 달이 떠올랐다.
“저는 그만 가겠어요.” 영애는 일어날 마음도 없으면서 종호의 넙적한 손에 갇혀 있던 손을 슬며 시 빼내며 한 손으로는 눈을 비볐다.
“지금 당장에 가지 않더라도 갈 사람이 아니오. 이 밤이 마지막 밤이고,내일부터는 남남이 될 줄 알면서도 그 정이란 것이 우스운 것이라서 당신을 놓기가 싫구려. 그래요, 가야지요. 약혼까지 한 여인이 밤이 늦도록 다른 사나이와 손을 맞잡고 있는 게 말이나 될 법한 일이요? 더 늦기 전에 어서 가시지요.” 종 호는 떨리는 음성으로 말하다가 완강한 팔로 영애를 제 가슴에 품어 안 고야 말았다.
“왜 그렇게 빈정대세요. 그만큼 말했으면 이해해 주시리라 믿었는데 그러 시면 제 가슴만 더 답답할 뿐이에요. 그래요, 얼마든지 빈정대세요. 그래도 이젠 돌이킬 수 없는 일이에요. 그런데도 당신이 굽히지 않으시면 저더러 죽으라는 말씀이세요? 죽으라시면 죽지요. 네, 죽으라고 명령하세요. 어 서.” 영애는 원망스럽다는 듯이 종호를 쳐다보며 부르짖었다. 종 호는 이슬 머금 은 꽃송이와 같은 영애의 몸짓을 더 이상 볼 수 없다는 생각을 하자 더욱 애착심이 솟아올랐다.
“빈정대기는요. 어리석은 나의 탄식일 따름이오.” 하며 종 호는 픽 웃었다. 웃는 그의 입술이 떨리고 있었다. 그리고 눈은 이 상하게 빛났다. 종 호는 이 순간 영애에게 야릇한 충동을 느꼈으나 무엇인가 를 다시금 깨달은 듯 슬며시 물리쳤다.
“왜 그러세요, 제 말에 화가 나셨나요?” “아니오. 자, 가 보시지요. 더 늦으면 전차도 끊기고, 그 먼 곳을 걸어가 야 할 것이니, 가시지요. 내가 정거장까지 바래다 주겠소.” 종 호는 일어서서 벽에 걸린 양복 웃저고리를 내려 입었다. 영애는 저고리 소매에서 손수건을 꺼내어 눈가를 훔치고는 머리를 매만지며 일어섰다. 종 호는 양복을 걸치고 나서 눈을 감고는 비장한 표정을 지었다. 영애는 종호 에게 다가서서 살며시 팔을 잡으며 그의 표정을 살폈다.
","영애는 저고리 소매에서 손수건을 꺼내어 눈가를 훔치고는 머리를 매만지며 일어섰다. “왜 그러세요, 제 말에 화가 나셨나요?” “아니오. 자, 가 보시지요. 더 늦으면 전차도 끊기고, 그 먼 곳을 걸어가 야 할 것이니, 가시지요. 내가 정거장까지 바래다 주겠소.” 종 호는 일어서서 벽에 걸린 양복 웃저고리를 내려 입었다.",Pop art
"그러나 인준이는 다시 부탁하였다 ─.
“좀 더 불러 봐 주세요. 반드시 있을 테니….” 또 찌르르 찌르르 전화의 벨을 울리는 소리가 연하여 났다.
여전히 사람이 나오지 않는다.
암만 불러도 나오지 않으므로 혹은 미스 영이 외출이라도 하였나 하고 인 준이는 수화기를 걸어 버리려 하였다.
그때였다. 저편에서 덜걱덜걱 하는 소리가 수화기를 통하여 들렸다.
“누구세요?” 의외에도 미스 영이 아니고 남자의 목소리 ─ 꽤 굵은 성량의 주인이었다.
“미세스 매켄지 계세요?” “당신 누구요?” 질책하는 듯한 굵은 소리였다. 인준이는 왜 그랬는지 전화를 탁 끊어버렸 다. 온 몸에 까닭 없는 소름이 끼쳤다.
16 그날 저녁 미스 영의 집에서는 LC당의 간부 회의가 열렸다.
T라는 최고 고문 영인이 의장이 되었다. 일을 결행할 찬스가 이르렀다고 미스 영의 주장으로 모인 것이었다. 최고 고문 두 사람 간부 네 사람의 회 의 ─.
“미세스 매켄지.” T가 찾았다.
“네?” “어디서 나온 재료 오니까?” 오늘 밤 열두시에 찬두를 찾아가면 찬두는 그 공채를 곱다랗게 LC당에게 내어주기로 되었다는 것을 말할 때에 T의 질문이었다.
“신용할 만한 사람이 가운데 나서서….” 미스 영은 이렇게 대답하였다.
“김소춘이의 행방은?” “여러분이나 일반 나도 모릅니다.” 잠시 침묵이 계속되었다.
문득 T가 이런 말을 하였다 ─.
“당에서는 결코 반역자를 용서치 못합니다. 그 점은 다 아시겠지요?” 네라도 대답하는 사람 머리를 끄덕이는 사람 ─ 그 방 안의 여섯 사람은 다 이 점을 승인하였다.
",암만 불러도 나오지 않으므로 혹은 미스 영이 외출이라도 하였나 하고 인 준이는 수화기를 걸어 버리려 하였다. 저편에서 덜걱덜걱 하는 소리가 수화기를 통하여 들렸다. “누구세요?” 의외에도 미스 영이 아니고 남자의 목소리 ─ 꽤 굵은 성량의 주인이었다.,Pop art
"소금 장수는 소금 짐을 방문 앞에 갖다놓고 방안에 들어가서 피곤한 다리 를 펴고 누워 있으려니까 그 여자는 저녁 밥을 차리느라고 드나들다가 소금 짐 위에 얹힌 자루를 집어 들고는 별안간에 두 눈이 동 구래지며 뛰어 들어와 서 소금 장수를 보고 ""여봅쇼, 이 자루가 손님 것입니까."" 하고 물었다.
소금 장수는 속으로 이상하게 생각하면서 ""아니올시다. 이 영 밑에서 누가 떨어뜨린 것을 주서 가지고 왔읍니다."" 하고 사실대로 대답하였다.
부인은 그 말을 듣고 두 눈에서 눈물이 핑핑 돌며 하는 말이 ""이것 참 큰일 났읍니다. 이 일을 어찌한단 말씀이오. 우리 집 주인이 분 명히 호랑이에게 물려 갔읍니다."" 그리고 그는 숨도 쉴 새 없이 다시 말을 이어 ""여보시오. 우리 집 주인이 아까 점심때 저 산너머 동네 잔치 구경을 갔 는데, 그 집에 부조를 하느라고 이 자루에다 쌀 한 말을 가지고 가더니 돌 아오는 길에 영밑에서 아마 호랑이에게 해를 입은 모양입니다. 이 일을 어 찌하면 좋겠읍니까."" 하고 목을 놓아 울기를 시작하였다.
소금장수는 무섭기도 하고 불쌍하기도 하여 어찌할 줄을 모르고 그저 말없 이 그를 바라볼 뿐이었다. 그 여자는 다시 눈물을 그치고 하는 말이 ""이왕 일이 이 지경이 된 바에야 울기만 하면 무슨 소용이 있겠읍니까.
아무리 밤중이라도 이제 가서 시체나마 찾아와야 되겠습니다."" 하고 다시 힘 있는 말로 ""손님"" 하고 부르더니 ""여보세요. 손님께서 오늘밤에 이런 불행한 집에 와서 주무시게 된 것도 역시 불행이오니 이미 주객이된 이상에는 미안 하나마 나의 말씀을 좀 들어 주셔야 하겠습니다."" 하고 말하였다.
","소금 장수는 소금 짐을 방문 앞에 갖다놓고 방안에 들어가서 피곤한 다리 를 펴고 누워 있으려니까 그 여자는 저녁 밥을 차리느라고 드나들다가 소금 짐 위에 얹힌 자루를 집어 들고는 별안간에 두 눈이 동 구래지며 뛰어 들어와 서 소금 장수를 보고 ""여봅쇼, 이 자루가 손님 것입니까."" 하고 물었다. 소금 장수는 속으로 이상하게 생각하면서 ""아니올시다. 이 영 밑에서 누가 떨어뜨린 것을 주서 가지고 왔읍니다."" 하고 사실대로 대답하였다.",Pop art
"나는 그날 저녁 —— 병철 씨와 만나던 —— 이 만나자 하는 날인 고로 나의 할 수 있는 데까지에 모양을 내고 그이가 만나자 하던 곳으로 갔었나이다.
달빛은 환하게 밝아서 나의 가슴속에 모든 희망을 다 —— 월궁의 생활로 환 하게 하는 듯하였어요. 정각은 지났었나이다. 그러하나 기다리는 사람은 오 지를 않아요. 의심을 모르는 이 영숙은 그 때도 오히려 믿는 마음에 밤 열 시까지 기다렸나이다.
그러나 달은 점점 검은 구름 속으로 들어가 우주는 검은 막을 덮는 듯하고 사면은 점점 고요하여졌나이다. 그 때 나는 무서운 생각이 갑자기 나서 마침 집으로 돌아오려 할 때 누구인지 뒤에서 잠깐만 기다리시 요하고 머무르 기를 청하는 이가 있겠지요. 깜짝 놀라는 중에도 반가운 마음이 나서 선뜻 돌아보니 아아, 그는 여기서 만나자 하던 그이가 아니라 한 번 보지도 못하 던 완강한 남자이었어요. 나는 깜짝 놀랐으나 벌써 손목을 잡힌 나는 조금 도 어찌할 줄을 몰랐어요. 그 남자는 냉소를 띠고 흥, 정윤모(鄭允模)를 기다리느라고 퍽 애썼지? 자, 정 대신으로 내가 왔으니까 아무 염려 말어 ─ 그 때 사정은 병철 씨도 짐작하여 주실 줄 압니다. 나는 두 번이나 죄 를 짓는 몸이 될 뿐 아니라 누구 하나 의뢰할 사람이 없게 되었나이다.
아아, 남자는 하나도 믿을 사람이 없지요. 그날 저는 참 병철 씨에게 죄를 지었어요. 제가 몇 만 번 고깃덩이를 더럽혔다 할지라도 그 때 병철 씨에게 행한 죄는 그것에 비할 수 없어요. 그러하나 육체의 죄를 지을 그 때에는 오 히려 두려웁고 부끄러운 생각이 있었으나 그 때 병철 씨가 반기어 인사를 하 시려 할 때 정윤모 씨와 같이 섰으므로 인하여 답례는 그만두고, 당신이 누 구십니까, 하고 할 그 때에는 아무 주저와 부끄러움이 없이 대담히 하였읍니 다.
",의심을 모르는 이 영숙은 그 때도 오히려 믿는 마음에 밤 열 시까지 기다렸나이다. 그러나 달은 점점 검은 구름 속으로 들어가 우주는 검은 막을 덮는 듯하고 사면은 점점 고요하여졌나이다. 그 때 나는 무서운 생각이 갑자기 나서 마침 집으로 돌아오려 할 때 누구인지 뒤에서 잠깐만 기다리시 요하고 머무르 기를 청하는 이가 있겠지요.,Pop art
" 그네의 주머니에서도 담배가 나오고 영식이도 담배함을 내어 놓아 각기 한 개씩 피워물 고 두서없는 한담이 시작되었다. 이 말 저 말 하다가 언뜻 김이 영식에게, “에그 참! 자네 담배 그만 끊게…….” “왜…….” 영식이는 담뱃재를 떨면서 반문하였다. “허 씨가 자네 담배 먹는 것이 좀 흠이라고 하더라데…….” 영식이가 심중에 나오기를 기다리고 있던 허(許) 씨(편지한 여자)의 이야 기가 기어코 나왔다. 영식이는 심중으로 퍽 시원하고 반가우면서도, “허 씨라니…….” 하였다. “아따 자네 좋아하는 허정숙이 말일세. 허정숙이가 누구를 보고 그러더라 네. 자네더러 사람은 좋은데 담배를 먹는 게 좀 ─ 재미 없더라고…….” 영식이는 참을 수 없이 기뻤다. 그리고 그가 어디서 언제 누구에게 그런 말을 어떤 태도로(아주 언짢게 했는지 좋게 좀 흠이라고만 부드럽게 했는 지……) 자세히 알고 싶었다. “그럴 리가 있나 그런 여자가 더구나 어느 남자를 보고 그런 말을 할 리 가 있나…… 자네들이 부러 하는 소리지.” “아닐세 이 사람아. 왜 허하고 같이 주일 학교 교사 노릇하는 조 씨가 아 니 있나? 그 조 씨가 이 사람에게(김 군을 가리키며) 어떻게 아주머니뻘이 돼서 자주 놀러 가거던 …… 바로 어저께 그러더라네. 그래서 이 사람이 듣 고 왔거든…… 어쨌든 자네는 수 났네…….” 하고 옆에 잠자코 있던 임이 가장 침착하게 설명한다. 다시 의심할 여지가 없었다. 확실히 성미 깔끔하고 독신자(篤信者)인 그가 그런 말을 하였으리 라. 그러나 과히 나쁘게 말은 아니하였겠지……하며 영식이는 머리 속에 성 미 결백하고 행동이 얌전하여 여자끼리도 별로 교제가 적다는 얼른 좀 쌀쌀 해 보이는 허를 그리면서 입으로만, “나 담배 먹거나 안 먹거나 상관할 것 무엇 있나? 예배당에서만 안 먹었 으면 그만이지…….” (속으로 벌써 절대로 안 먹으리라 결심을 하고도) 이렇게 말하였다.
","이 말 저 말 하다가 언뜻 김이 영식에게, “에그 참! 자네 담배 그만 끊게…….” “왜…….” 영식이는 담뱃재를 떨면서 반문하였다. 영식이는 심중으로 퍽 시원하고 반가우면서도, “허 씨라니…….” 하였다. “허 씨가 자네 담배 먹는 것이 좀 흠이라고 하더라데…….” 영식이가 심중에 나오기를 기다리고 있던 허(許) 씨(편지한 여자)의 이야 기가 기어코 나왔다.",Pop art
"지옥에 간 세 사람 최병화 남을 속이기 좋아하고 골려주기 잘하는 심술 사납고 장난 잘하는 세 사람 이 있었습니다. 한 사람은 의사이고 한 사람은 약장사고 한 사람은 줄 잘 타 는 광대였습니다. 세 사람은 이상스럽게도 한날한시에 똑같이 죽자, 생전에 나쁜 일만 한 죄값으로 지옥에도 세 사람이 똑같이 가게 되었습니다. 지옥의 염라대왕은 큰 눈망울을 굴리면서 세 사람을 보고 호령하였습니다. “너희 세 놈은 살아 있을 동안에 남을 속이고 골려주기만 하였으므로 그 벌 로 형벌을 받아야 한다.” 하고 먼저 펄펄 끓는 기름가마에다가 세 사람을 집어넣게 하였습니다. 저승사자는 조금도 인정과 사정이 없이 불을 때므로 세 사람은 뜨거워서 금방 녹아버리는 듯하였습니다. 그중에도 광대는 참을 수가 없어서 엉! 엉! 울면서 “염라대왕님! 이제는 나쁜 장난은 다시는 안하겠으니 살려주십시오.” 하고 애원하였습니다. 의사는 새우같이 등을 꼬부리고 앉아서 “염라대왕님! 그저 한 번만 용서하여주십시오.” 하고 열심히 빌고 있었습니다. 그런데 약장사는 벙글벙글 웃으면서 “자네들 왜 그렇게 울고들 있나. 참을성도 퍽도 없네그려.” 하고 꾸짖고 있었습니다. “여보게, 몸이 금방 녹아 없어질 듯이 뜨거워 죽겠는데 어떻게 울음이 안 나오나. 자네 몸뚱이는 살이 아니라 쇳덩어리 인가” 하고 광대가 말하였습니다. “자! 울지들 말고 나 하라는 대로만 하게. 나에게 좋은 궁리가 있으니까.” 하고 약장사는 주머니에서 무슨 약을 꺼냈습니다. 그리고 그 약을 가마 밑 바닥에다가 발랐습니다. 그러니까 이상스럽게도 저승사자가 아무리 통나무 장작을 지펴도 가마 속의 기름은 더 뜨거워지질 않고 마치 목욕탕 물같이 뜨겁지도 차지도 않았습니다. 지금까지 엉! 엉! 울고 있던 광대는 별안간 기 뻐하면서 “이제 물이 꼭 알맞구나. 지옥의 목욕탕으로는 너무 과한 걸‧‧‧‧‧‧ 여보게 약 장사! 잔등이를 문질러줄게 저쪽을 향하고 앉게.” 하고 약장사의 잔등이를 문질러주었습니다.
","한 사람은 의사이고 한 사람은 약장사고 한 사람은 줄 잘 타 는 광대였습니다. 세 사람은 이상스럽게도 한날한시에 똑같이 죽자, 생전에 나쁜 일만 한 죄값으로 지옥에도 세 사람이 똑같이 가게 되었습니다. 남을 속이기 좋아하고 골려주기 잘하는 심술 사납고 장난 잘하는 세 사람 이 있었습니다.",Pop art
" 다른 계집애 같으면 이렇게 혼자서 보지도 듣지도 못하던 작은이들에게 에 워싸여서, 가 보지 못한 산 속으로 간다는 것은 듣기만 하여도 놀랠 것이 나, 아베에유 는 처음부터 무서운 것을 지나쳐서, 인제는 무엇이든지 좀 이 상한 일에 부딪쳐 보았으면……하고 바라는 마음조차 없지 않았습니다. 그래서 아베에유 는, “그러면, 우리 집에 돌아가서 이러저러한 데 가서 무엇무엇을 보고 왔다 고, 어머님께 이야기해 드릴 것도 많아지겠지요. 자, 그럼 얼른 가서, 당신 네 나라님을 뵈옵고 집으로 돌아가게 해 주세요…….” 하고, 자진하여 작은이가 펴 떼어 이끼 자리 위에 누워서 작은이들이 무슨 준비를 하는지 기다리고 있었습니다. 작은이들은 무엇을 하는지 한참이나 수선수선하더니, 이윽고, 아베에 유를 태울 것을 메어 왔습니다. 그리고, 그 위에 아베에 유를 태우고 수많은 작은이가 일시에 어깨에 메고 점점 높고 높은 산 속으로 자꾸 들어갔습니다. 유우리의 간 곳도 모르고, 늙은 작은이들에게 에워싸여 그들이 타라는 대 로 올라 앉아 높디 높은 산 속으로 자꾸 들어가는 동안에, 아베에유 는 또 하 품이 자주 나고 졸음이 와서, 그냥 잠이 솔솔 들었습니다. 한참이나 자다가 눈이 뜨여 보니까, 벌써 해가 높직이 떠서 빛나고 있고, 늙은 작은이들은 자기를 메고 자꾸자꾸 산 속으로 들어가고 있었습니다. 늙은 작은이들은 바위에서 바위로 뛰어넘는 사람들보다 속하게 잘 뛰어 건 너 뛰었지마는, 걸음걸이는 몹시 더디어서, 한참 동안을 가도 얼마 멀지 가 지를 못 하였습니다.
","다른 계집애 같으면 이렇게 혼자서 보지도 듣지도 못하던 작은이들에게 에 워싸여서, 가 보지 못한 산 속으로 간다는 것은 듣기만 하여도 놀랠 것이 나, 아베에유 는 처음부터 무서운 것을 지나쳐서, 인제는 무엇이든지 좀 이 상한 일에 부딪쳐 보았으면……하고 바라는 마음조차 없지 않았습니다. 그래서 아베에유 는, “그러면, 우리 집에 돌아가서 이러저러한 데 가서 무엇무엇을 보고 왔다 고, 어머님께 이야기해 드릴 것도 많아지겠지요. 자, 그럼 얼른 가서, 당신 네 나라님을 뵈옵고 집으로 돌아가게 해 주세요…….” 하고, 자진하여 작은이가 펴 떼어 이끼 자리 위에 누워서 작은이들이 무슨 준비를 하는지 기다리고 있었습니다.",Pop art
