,Summary,Passage,Style
187,"국가보훈처(처장 박삼득)는 9일(목) 10:00, 정부세종컨벤션센터에서 2020년 상반기 제대군인지원센터 워크숍을 개최한다고 밝혔다. 이 자리에서 이병구 차장은 중장기복무 제대군인의 취‧창업지원, 일자리 발굴 등에서 지난해 뛰어난 성과를 창출한 제대군인지원센터에 포상금을 수여하고 격려를 실시한다."," 국가보훈처(처장 박삼득)는 9일(목) 10:00, 정부세종컨벤션센터에서 2020년 상반기 제대군인지원센터 워크숍을 개최한다고 밝혔다. 
  워크숍은〈다시웃는 제대군인 우리가 만들겠습니다.〉라는 표어로 국가보훈처 이병구 차장을 비롯한 제대군인 일자리정책 관계자와 제대군인지원센터 직원 등 110여 명이 참석할 계획이다. 
  이 자리에서 이병구 차장은 중장기복무 제대군인의 취‧창업지원, 일자리 발굴 등에서 지난해 뛰어난 성과를 창출한 제대군인지원센터에 포상금을 수여하고 격려를 실시한다.
 아울러 ‘2019년 사업성과’를 되짚어보고 ‘2020년 업무추진방향’을 제시함으로써 중장기복무 제대군인 전직지원을 돕는 각 부문별 실행 아이디어와 의견을 수렴하는 시간을 갖는다. 
  또한 제대군인 전직상담사의 역량을 강화시키기 위해 ‘경력목표 매칭 커뮤니케이션’을 주제로 외부 전문가 특강을 마련하여 일선 상담사의 고객에 대한 이해도를 높일 예정이다.
 특히, 국가보훈처는 지난해 1월 제대군인지원센터 직업상담사 90명을 무기계약직으로 전환운영하여 지난해 11월에 실시한 ‘제대군인지원센터 이용자 만족도 조사’에서 민원만족도 상승이라는 효과를 거두었다. 
  이는 여론조사 전문기관 (주)리서치앤리서치(Research&Research)에서 제대군인 1,950명을 대상으로 실시한 제대군인지원센터 이용 만족도 조사 결과, 대부분의 지표가 전년대비 상승했다.
< 제대군인지원센터 전직지원서비스 만족도 결과 >
 여론조사 전문기관 (주)리서치앤리서치가 2019년 11월 11일부터 22일까지(10일간) 총 1,950명의 정책서비스 이용자를 대상으로 실시한〈2019년도 국가보훈처 제대군인 주요정책 만족도 조사〉중 제대군인지원센터 전직지원서비스 부분 결과. 
  이중, 제대군인지원센터 이용 만족도와 관련하여 ‘이력서 작성 및 면접스킬 서비스’, ‘지원내용 안내’, ‘취업관련 정보제공’, ‘취업관련 상담서비스’ 등 고객과 센터상담사의 접촉이 잦은 항목에 대한 만족도가 상승한 것으로 분석됐다.
",Realism
188,"국방부는 국방개혁 2.0 과제 ‘지역사회와 상생하는 군사시설 조성’ 추진계획에 따라 군사시설 보호구역 7,709.6만㎡(여의도 면적 27배)를 해제합니다. 이번 군사시설 보호구역 해제 및 완화는 군사대비태세를 유지하면서도 지역주민과 상생하는 군사시설 관리를 위해 접경지역과 취락지 및 상업‧공장지대가 형성되어 있어 지방자치단체가 해제를 요구한 지역 위주로 적극 검토하여 추진하였습니다."," 국방부는 국방개혁 2.0 과제 ‘지역사회와 상생하는 군사시설 조성’ 추진계획에 따라 군사시설 보호구역 7,709.6만㎡(여의도 면적 27배)를 해제합니다. 또한, 군사시설 보호구역 중 3,685만㎡에서의 개발 등에 관한 군 협의업무를 지방자치단체에 위탁합니다. 
 국방부는 2019년 12월 23일 국방부 차관이 주관하는 ‘군사기지 및 군사시설 보호 심의위원회’를 개최하여 보호구역 7,709.6만㎡ 해제를 의결하였습니다.
 또한 보호구역 해제와 별도로 5만㎡의 통제보호구역을 제한보호구역으로 완화하였으며, 제주도의 동의 아래 제주 해군기지 육상기지내의 45만㎡의 보호구역을 신규 지정하였습니다.
 국방부 심의 이전에 개최된 합참 심의위원회에서는 보호구역 중 3,685만㎡에서의 개발 등 군 협의업무를 지방자치단체에 위탁 하기로 의결하였습니다.
    협의업무 위탁(군사기지 및 군사시설 보호법 제14조) : 보호구역 중 군사작전에 미치는 영향이 경미한 도시지역, 농‧공단지지역 등에서 일정 높이 이하의 건축물에 한해 군(軍)과 사전에 협의해야 하는 업무의 권한을 지방자치단체에 위임하는 것.
 이번 군사시설 보호구역 해제 및 완화는 군사대비태세를 유지하면서도 지역주민과 상생하는 군사시설 관리를 위해 접경지역과 취락지 및 상업‧공장지대가 형성되어 있어 지방자치단체가 해제를 요구한 지역 위주로 적극 검토하여 추진하였습니다.
  해제된 보호구역은 군사시설이 밀집한 접경지역의 보호구역 위주로 선정되어 79%가 강원도, 19%가 경기도 지역입니다. 
  각 사단, 군단 및 지상군작전사령부는 해당 관할지역 전반을 검토하여 작전수행에 반드시 필요한 군사시설과 보호구역을 식별하였고, 이를 제외한 지역을 대상으로 합리적으로 규제완화를 추진하였습니다.
",Realism
189,"정부는 법 개정의 효과가 현장에 조속히 착근되도록 데이터 개방유통 확대를 추진하고, 데이터 간 융합과 주요 분야 데이터 활용 촉진을 통해 데이터 산업 육성을 지원할 계획이다. 금융의료 등 경제적 파급효과가 큰 분야와 스마트 시티, 자율자동차 등 미래 산업 분야의 데이터 활용 정책도 함께 추진한다.","  이를 통해 온오프라인으로 분리되어 있던 감독 체계로 인한 기업의 혼란과 부담이 해소되고, 개인정보보호와 관련하여 일관된 정책 추진이 가능해 질 전망이다.
  유사 위반사항(안전조치 의무위반)에 대해 A항공사는 행안부(’16.8)가, B항공사는 방통위(’16.10)가 각각 조사제재
  또한, 개인정보 감독기구가 독립성을 갖추게 되어 유럽연합(EU) 적정성 평가 승인이 예상되며, 국내 기업이 EU 거주자의 개인정보 이전 시에 필요한 별도 절차를 면제 받아 EU 진출이 보다 용이하게 될 것으로 기대된다.
 정부는 법 개정의 효과가 현장에 조속히 착근되도록 데이터 개방유통 확대를 추진하고, 데이터 간 융합과 주요 분야 데이터 활용 촉진을 통해 데이터 산업 육성을 지원할 계획이다.
 ’19년 구축한 10개 빅데이터 플랫폼 간 연계로 이종 분야 간 데이터 결합을 통한 새로운 가치의 데이터 생산을 촉진하고 개방‧유통을 확대한다. 구축된 플랫폼을 중심으로 데이터 거래를 활성화하고, 거래 촉진을 위해 가이드라인과 표준계약서 등을 개발제공한다.
 데이터 바우처, 데이터 플래그십 사업 등 데이터 활용 지원 사업을 통해 가명처리, 데이터 결합 등으로 생산된 다양한 데이터의 구매‧가공과 인공지능(AI) 활용을 지원해 혁신적인 서비스를 창출할 계획이다.
 금융의료 등 경제적 파급효과가 큰 분야와 스마트 시티, 자율자동차 등 미래 산업 분야의 데이터 활용 정책도 함께 추진한다.
",Realism
190,"국토교통부(장관 김현미)는 강화된 국가 온실가스 감축 목표(’30년 BAU 대비 18.1%→32.7%)의 선제적 이행과 제로에너지건축 등 녹색건축산업을 신성장동력으로 육성, 일자리를 창출하기 위한 전략을 체계적으로 수립하였다.","녹색건축정책의 새로운 도약,“제2차 녹색건축물 기본계획(20~24)”시행
5대 전략 12개 정책과제 통해 온실가스 감축 목표 달성 및 신성장동력 확보
 올해 제로에너지건축 공공부문 의무화 및‘25년 민간부문 단계적 확산
 기존 건축물 그린리모델링 2배 이상 확산 및 BEMS 비용 30% 이상 절감
 우리나라 건물부문의 온실가스 감축 및 건강한 국민 삶의 터전을 위한 녹색건축물 조성 정책의 비전과 기본방향을 제시하는 5년간의 “제2차 녹색건축물 기본계획”이 ‘20년 1월부터 시행된다.
 국토교통부(장관 김현미)는 강화된 국가 온실가스 감축 목표(’30년 BAU 대비 18.1%→32.7%)의 선제적 이행과 제로에너지건축 등 녹색건축산업을 신성장동력으로 육성, 일자리를 창출하기 위한 전략을 체계적으로 수립하였다.
 “녹색건축물 기본계획”은녹색건축물 조성 지원법에 따라 5년마다 수립하는 법정계획으로, 제2차 계획의 완성도 있는 수립을 위해 ‘14년 12월에 발표한 제1차 계획에 대한 평가를 바탕으로 시사점을 도출하고,
 다양한 전문가로 워킹그룹(7개 전문분과 및 50여 명)을 구성하여 현장의 문제점과 해결방안을 논의하고, 정책 아이디어 대국민 공모를 실시하여 “제2차 녹색건축물 기본계획”에 반영하였다.
<제2차 녹색건축물 기본계획 수립 체계>  
 
 선진국 패시브건축물 수준으로 단열기준 강화 등 녹색건축물로 원천적 체질 개선을 주도한 제1차 기본계획에 이어, 제2차 기본계획에서는 제로에너지건축물 의무화 등 녹색건축물 시장 활성화를 목표로,
 ‘국민생활 향상과 혁신성장 실현에 기여하고, 저탄소저에너지 사회를 선도하는 녹색건축’ 비전을 실현하기 위한 5대 전략을 제시하고, 충실한 이행을 위해 12대 정책과제, 100개 세부 실행과제를 추진할 계획이다.
",Realism
191,"조달청(청장 정무경)은 설 명절을 앞두고 중소영세기업에 대한 자금 지원과 하도급 대금과 근로자의 임금 체불 방지 조치에 나선다. 또한, 연휴 직후 조달기업의 납품 부담을 덜어주기 위해 납품기한 연장 등의 조치도 추진한다.","조달청(청장 정무경)은 설 명절을 앞두고 중소영세기업에 대한 자금 지원과 하도급 대금과 근로자의 임금 체불 방지 조치에 나선다. 
 또한, 연휴 직후 조달기업의 납품 부담을 덜어주기 위해 납품기한 연장 등의 조치도 추진한다. 
먼저, ‘하도급지킴이’를 이용하는 공공기관에게 하도급 대금을 명절 전에 조기 지급하도록 할 계획이다. 
 
 조달청이 관리하는 전국 20곳 공사현장에 대해 하도급 대금, 자재장비대금, 근로자 임금 체불이 없도록 특별 점검한다. 
 명절 전 지급 예정인 공사 대금 약 280억 원에 대해 지급 지연 등이 발견될 경우도 즉시 시정 조치한다. 
아울러, 가능한 설 명절 이전에 계약 대금이 지급될 수 있도록 계약 업무를 신속하게 처리한다. 
 조달계약이 체결되면 조달기업은 선금(계약금액의 최대70%)과 네트워크론(최대80%)을 활용할 수 있게 된다. 
 명절 직후(1.28.~2.1) 납기가 도래하는 조달계약 건에 대해서는 수요기관과 협의를 거쳐 납기를 2월 4일 이후로 연장한다. 
 명절 직후가 납품기한인 경우 발생하는 근무 부담을 완화하여, 명절 기간 동안 근로자의 적정 휴식을 유도하기 위한 조치다. 
 정무경 조달청장은 “품질 좋고 안전한 조달 서비스를 위해서는 조달 기업과 근로자 권익이 보호되는 환경 조성이 필요하다”라며, 
 “중소영세 조달기업들의 경영부담과 근로자의 근무 환경을 개선하는 조치를 적극 발굴하여 시행해 나가겠다.”고 말했다. 
",Realism
192,"국무총리는 제3항에 따른 추진실적에 대한 종합적인 분석평가를 위하여 국공립 연구기관, 국가나 지방자치단체가 출연한 연구기관 또는 민간 연구기관을 청년정책의 분석평가지원기관(이하 “분석평가지원기관”이라 한다)으로 지정할 수 있다. 국무총리는 분석평가지원기관이 지정 기준이나 지정 조건을 위반하면 그 시정을 명하거나 그 지정을 취소할 수 있다.","  국무총리는 제3항에 따른 추진실적에 대한 종합적인 분석평가를 위하여 국공립 연구기관, 국가나 지방자치단체가 출연한 연구기관 또는 민간 연구기관을 청년정책의 분석평가지원기관(이하 “분석평가지원기관”이라 한다)으로 지정할 수 있다.
  국무총리는 분석평가지원기관이 지정 기준이나 지정 조건을 위반하면 그 시정을 명하거나 그 지정을 취소할 수 있다.
  국무총리, 관계 중앙행정기관의 장 및 시도지사는 분석평가지원기관으로부터 정책의 분석평가에 필요한 지원을 받을 수 있고, 분석평가지원기관에 자문을 요청할 수 있다. 이 경우 예산의 범위에서 그 지원 및 자문에 응하는 비용을 지급할 수 있다.
  시행계획의 수립시행제출, 추진실적의 제출 및 분석평가 등에 필요한 사항은 대통령령으로 정한다.
제10조(계획 수립 및 시행의 협조) 국무총리는 기본계획을 수립시행하기 위하여 필요한 때에는 관련 기관법인단체의 장에게 협조를 요청할 수 있다.
  관계 중앙행정기관의 장이나 시도지사는 시행계획을 수립시행하기 위하여 필요한 때에는 관련 기관법인단체의 장에게 협조를 요청할 수 있다.
  제1항과 제2항에 따른 협조 요청을 받은 자는 특별한 사유가 없으면 이에 협조하여야 한다.
제11조(청년 실태조사 등) 정부는 기본계획 등 효율적인 청년정책을 수립하기 위하여 청년의 고용주거교육문화 등에 대한 실태를 조사하여 공표하여야 한다.
  정부는 제1항에 따른 실태조사를 위하여 관련 기관법인단체의 장에게 필요한 자료의 제출 또는 의견의 진술을 요청할 수 있다. 이 경우 요청을 받은 자는 특별한 사유가 없으면 이에 협조하여야 한다.
",Realism
193,정부가 소형 타워크레인 규격안을 구체화하고 조종사 면허에 실기시험을 도입하는 등 타워크레인 안전관리 강화에 나섰다. 이번 개정안은 지난해 7월 국정현안점검조정회의를 거처 발표한 타워크레인 안전성 강화방안이외 노사민정 협의(‘19.10월)를 통해 확정한 소형 타워크레인 규격안 등 타워크레인 전반의 안전관리를 한층 더 강화하는 내용을 담고 있다.,"타워크레인 안전관리를 대폭 강화하겠습니다
소형 규격기준 등 건설기계관리법 하위법령 개정안 입법예고
 정부가 소형 타워크레인 규격안을 구체화하고 조종사 면허에 실기시험을 도입하는 등 타워크레인 안전관리 강화에 나섰다.
 국토교통부(장관 김현미)는 건설현장의 타워크레인 안전사고를 방지하기 위해 타워크레인 안전관리 강화를 주요 내용으로 하는 건설기계관리법 시행령시행규칙 일부개정안을 입법예고하였다.
 이번 개정안은 지난해 7월 국정현안점검조정회의를 거처 발표한 타워크레인 안전성 강화방안이외 노사민정 협의(‘19.10월)를 통해 확정한 소형 타워크레인 규격안 등 타워크레인 전반의 안전관리를 한층 더 강화하는 내용을 담고 있다.
 입법예고 되는 개정안의 주요내용은 다음과 같다. 
 그간 소형 타워크레인은 3톤 미만의 인양톤수 기준으로만 분류하다보니, 6톤 이상의 일반 타워크레인을 인양가능 하중만 줄여 3톤 미만의 소형 장비로 등록사용하는 등 안전에 우려가 있어, 국제기준 및 해외사례 등을 참고하여 정격하중(3톤 미만) 외 지브 길이(수평 구조물), 지브 길이와 연동한 모멘트, 설치높이 등의 기준을 도입하는 등 소형 조종사 면허로 조종할 수 있는 타워크레인의 대상 범위를 구체화 하고,
   소형 장비로 변경 시, 교육이수만으로 쉽게 취득할 수 있는 면허로 조종 가능
  소형(3톤 미만) 타워크레인의 세부규격은 붙임 참고
 소형 타워크레인 조종사 면허를 20시간 교육만 이수하면 발급 가능했으나, 앞으로는 20시간 교육을 이수한 후 조종능력을 확인할 수 있는 실기시험을 도입, 시험에 합격여야만 면허 발급이 가능하도록 하였다.
",Realism
194,"조합 운영상의 투명성을 제고하기 위해 주택조합, 주택조합의 발기인 및 주택조합의 업무대행자는 분기마다 실적보고서를 작성하여 조합원에게 공개하도록 하였다. 주택조합의 무분별한 자금 운용을 방지하기 위해 주택조합 또는 주택조합 발기인의 자금보관업무를자본시장법에 따른 신탁업자가 대행하도록 하였다."," 주택조합의 발기인에 대한 자격요건 강화 
 조합사업의 책임성 제고를 위해 주택조합의 발기인이 조합원 모집 신고 시 갖추어야 할 자격요건을 대통령령에서 정하도록 하고, 그 자격을 갖추지 못하면 발기인 지위를 상실토록 하는 한편,
  (예) 조합원 모집신고일 현재 동일 생활권 1년 이상 계속 거주 & 무주택 또는 주거전용면적 85㎡ 이하의 주택 1채를 소유한 세대주 
  주택조합의 발기인은 조합원 모집 신고가 수리된 날 주택조합에 가입한 것으로 보며, 가입비 납부 등 그 주택조합의 가입 신청자와 동일한 권리와 의무를 부담하게 하였다.
< 조합운영의 투명성 및 안정성 제고 >
 주택조합의 추진실적 공개의무 부과
 조합 운영상의 투명성을 제고하기 위해 주택조합, 주택조합의 발기인 및 주택조합의 업무대행자는 분기마다 실적보고서를 작성하여 조합원에게 공개하도록 하였다.
 업무대행자의 자본금 요건 상향 및 자금보관업무 위탁 의무화
 업무대행자의 손해배상 책임을 담보하기 위해 조합업무를 대행하기 위한 최소한의 자본금 요건을 상향하는 한편,
  (예) 등록사업자 자본금요건(법인은 3억원, 개인은 자산평가액 6억원) → 업무대행자 자본금요건(법인은 5억원, 개인은 자산평가액 10억원)
  주택조합의 무분별한 자금 운용을 방지하기 위해 주택조합 또는 주택조합 발기인의 자금보관업무를자본시장법에 따른 신탁업자가 대행하도록 하였다.
 조합임원의 겸직금지
 조합사업이 원활히 추진될 수 있도록 조합임원은 다른 조합의 임원, 직원 또는 발기인을 겸할 수 없도록 하였다.
",Realism
195,"조달청(청장 정무경)은 부가가치가 높은 서비스 산업 육성을 위해 용역 다수공급자계약(MAS, 마스) 규정을 제정, 4월 1일부터 시행한다. 다수공급자계약(이하 MAS)은 수요기관에서 공통적으로 필요한 조달물자를 공급하기 위해 2인 이상의 계약상대자와 체결하는 계약이다.","4월 1일부터 시행… 소비자 만족도 높이는 서비스 상품 특성 반영
 조달청(청장 정무경)은 부가가치가 높은 서비스 산업 육성을 위해 용역 다수공급자계약(MAS, 마스) 규정을 제정, 4월 1일부터 시행한다. 
 다수공급자계약(이하 MAS)은 수요기관에서 공통적으로 필요한 조달물자를 공급하기 위해 2인 이상의 계약상대자와 체결하는 계약이다. 
  그 동안 서비스 분야에서는 별도의 규정이 없어 물품 MAS 규정을 사용해 왔다.
 이번에 물품과는 별도로 서비스의 다양한 특성을 담은 용역 MAS 규정을 마련함에 따라 공공 분야에서 다양한 서비스 상품의 개발과 공급이 확대될 것으로 기대되고 있다. 
 제정된 용역 MAS 규정의 주요 내용은 다음과 같다.
  신용평가 등급을 B 이상으로 통일하여 최소한의 재무 건전성을 유지할 수 있도록 하였다.
  2단계 경쟁의 납품업체 선정 시에 동일 제조사의 상품을 서비스하는 경우는 각각의 공급자를 계약 상대자로 인정하였다. 
   다만, 제조사가 2개 사 이상인 경우에는 제조사를 기준으로 2개 사 이상의 상품에 대하여 제안하도록 하였다.
   물품의 경우 동일 제조사의 복수 공급사를 계약상대자로 인정하지 않으나, 서비스는 동일 제조사 제품이라도 요구하는 조건이 다양하므로 각각을 계약상대자로 인정한 조치다. 
  특정 시기에 집중되는 가축매몰지복원서비스, 차량임대서비스 등 용역은 공급업체가 한꺼번에 많은 건을 제안을 할 수 없는 특성을 고려하여, 2단계 경쟁에서 가격 제안서를 제출하지 않을 경우 평가 대상에서 제외할 수 있도록 하였다. 
    물품은 선택된 업체가 가격제안서를 제출하지 않는 경우 종합쇼핑몰 등록 단가로 제출한 것으로 간주하고 있다. 
  2단계경쟁 시 수요기관이 서비스 구매 목적에 따라 납품 실적, 경영 상태, 적기 납품, 지역업체와 약자지원 등 평가 항목을 자유롭게 선정하고 배점을 조정할 수 있도록 하였다. 
    물품은 수요기관이 종합평가와 표준평가(4종) 방식 중 선택하여 평가 
 조달청은 2006년 헬기임대 서비스를 시작으로 수학여행수련활동, 단체보험, 로봇페인팅 서비스 등 총 31개 서비스를 신상품으로 개발, 종합쇼핑몰에 등록하여, 이를 국가기관과 지자체 등에 공급하고 있다.
",Realism
196,"행정중심복합도시(이하 행복도시)권 광역교통망 편의시설 확충 일환으로 청주시가 2018년부터 2년에 거쳐 추진해온 오송역 버스환승센터가 1월 16일(목)부터 운영된다. 이번오송역 버스환승센터가 운영됨으로 인해 한 곳에서 각 방면별로 지정된 승하차 홈에서 타고 내릴 수 있고, 횡단보도를 건너지 않고 버스환승센터로 이동할 수 있어 안전사고 예방에도 도움이 될 것으로 기대된다."," ▶ 오송역에 경유하는 모든 버스는 오송 버스환승센터에서 승하차
 ▶ 간선급행버스체계( 이하 BRT) 등 버스이용객 승하차 편리성 대폭 개선
 행정중심복합도시(이하 행복도시)권 광역교통망 편의시설 확충 일환으로 청주시가 2018년부터 2년에 거쳐 추진해온 오송역 버스환승센터가 1월 16일(목)부터 운영된다. 
 오송역은 하루 평균 이용객이 2만 명, 연간 800만 명이 넘는 역사로 성장하였으나, 청주BRT(757번) 2개 노선(60회) 및 시외시내버스 등 대중교통 14개 노선(하루 왕복 569회)이 운행되고 있음에도, 4개소의 승강장에서 승하차를 하고 있어 이용객들이 불편을 감수해야만 했다. 
 이런 불편을 해소하고자 2017년도부터 행복도시 광역계획권 교통협의회를 통해 오송역 버스환승센터 설치 논의가 본격화되었으며,
 충북도와 청주시가 7억 원의 사업비를 분담하여 오송역에 승하차홈 8면, 버스대기면 10면 등 오송역 버스환승센터를 조성하기에 이르렀다. 
 이번오송역 버스환승센터가 운영됨으로 인해 한 곳에서 각 방면별로 지정된 승하차 홈에서 타고 내릴 수 있고, 횡단보도를 건너지 않고 버스환승센터로 이동할 수 있어 안전사고 예방에도 도움이 될 것으로 기대된다.
 특히 757번(구 751), 990번, 1001번 BRT를 타고 이동하려는 시민들은 오송역 1층 서편 7번 출구 앞에 새로 개통된 오송역 버스환승센터를 통해 곧바로 올라가면 KTX 열차를 쉽게 이용할 수 있다. 
 김상기 행정중심복합도시건설청 과장은 “행복도시를 중심으로 한 10대 주요거점 광역대중교통망을 단계적으로 확충하여 자가용을 이용하지 않고도 편리하게 이동할 수 있는 친환경대중교통도시를 만드는데 최선을 다해 나가겠다”고 말했다.
",Realism
197,"이번 혁신방안은 제조업 혁신4차 산업혁명 등 미래 행정환경 변화에 적극적으로 대비하고, 일본 수출규제 대응 등 주요 현안을 적기에 탄력적으로 대응할 수 있는 정부 조직을 만들어 나가기 위한 혁신방안이다. 행정안전부(장관 진영)는 지난 1월 7일 국무회의를 통해 “정부 조직관리 혁신방안”을 확정하고, 1월 15일 발표했다."," 행정안전부(장관 진영)는 지난 1월 7일 국무회의를 통해 “정부 조직관리 혁신방안”을 확정하고, 1월 15일 발표했다.
 이번 혁신방안은 제조업 혁신4차 산업혁명 등 미래 행정환경 변화에 적극적으로 대비하고, 일본 수출규제 대응 등 주요 현안을 적기에 탄력적으로 대응할 수 있는 정부 조직을 만들어 나가기 위한 혁신방안이다.
 먼저, 중앙부처에서 조직과 인력을 자유롭게 개편할 수 있는 권한을 확대함으로써 현안이 발생했을 때 부처 장관의 책임 아래 빠르게 대응할 수 있도록 했다.
 현재는 조직이나 인력이 늘어나는 경우가 아니더라도 조직 개편을 하고자 할 때에는 행안부, 기재부 등 관계기관과 협의를 거쳐야 하기 때문에 대응체계 구축에 장시간이 소요되는 문제점이 있었다.
 이를 개선하기 위해 실국장의 업무범위 내에서 증원없이 이루어지는 정책관의 기능개편, 과의 대체신설, 과간 정원조정 등 조직개편은 부처에서 자율적으로 시행하도록 하였고, 기구나 인력이 증가되어 행안부와 기재부 등 관계부처와 협의가 필요한 경우에도 3개월 이내에 조직개편이 완료될 수 있도록 했다.
 
  또한, 긴급사안이 발생할 경우 부처에서 즉시 자율적으로 설치하여 6개월간 운영할 수 있는 긴급대응반도 현행 8개 부처에서 전 부처로 확대하기로 했다.
   현재 외교부산업부(일본수출규제 대응), 국토부(노선버스 근로시간 단축 대응) 운영 중
   (現) 8개 部 시범운영 → (’20년) 18개 部 확대 → (’21년) 위원회 등 全 중앙행정기관
 아울러, 부처에서 시간외수당 등 인건비 예산을 절감하여 한시적으로 인력을 증원하고 기구를 신설할 수 있는 총액인건비제도의 운영범위도 확대했다. 우선, 총액인건비로 활용할 수 있는 인건비 재원을 확대하고 인력을 추가로 증원할 수 있는 한도도 현행 총정원의 5%에서 7%로 상향된다.
",Realism
198,"박영선 중소벤처기업부(이하 중기부) 장관은 15일 2020년 소상공인 연합회 신년하례식에 참석해 소상공인과 업계 인사들에 대한 격려와 함께 올해 중기부 정책방향을 발표했다. 이날 박 장관은 “소상공인기본법이 제정됨에 따라 소상공인이 우리 경제의 근간이자 독립된 경제주체로서 자리매김하게 됐으며, 앞으로 소상공인에 대한 체계적인 지원이 가속화 될 것”이라고 밝혔다.","박영선 중소벤처기업부(이하 중기부) 장관은 15일 2020년 소상공인 연합회 신년하례식에 참석해 소상공인과 업계 인사들에 대한 격려와 함께 올해 중기부 정책방향을 발표했다.
이날 박 장관은 “소상공인기본법이 제정됨에 따라 소상공인이 우리 경제의 근간이자 독립된 경제주체로서 자리매김하게 됐으며, 앞으로 소상공인에 대한 체계적인 지원이 가속화 될 것”이라고 밝혔다. 
아울러, “올해 소상공인 관련 예산도 지난해 본예산 대비 5,300억원이 증가한 역대 최고 수준인 3조 1,500억원으로 늘었다. 기본법과 예산을 바탕으로 올해는 소상공인이 체감하는 성과가 날 수 있도록 정책을 추진하겠다”고 강조했다.
이어진 2020년도 중기부 정책방향 발표에서 박 장관은 ”중소기업은 스마트공장, 창업벤처는 스마트 서비스 구축, 소상공인은 스마트상점 보급을 통해 ’스마트 대한민국‘을 이루겠다“라면서,
“소상공인들도 연결된 힘을 바탕으로, 관점의 이동을 통한 4차 산업혁명의 선도자가 될 수 있도록 앞장서 주기 바란다”고 당부했다. 
 행사 개요
 (일  시) 2020. 1. 15(수) 11:00~12:05 
 (장  소) 국민일보 12층 서울시티클럽 컨벤션홀(서울 여의도)
 (진행방식) 스탠딩 리셉션(Standing Reception) 
 (참 석 자) 정부 및 소상공인 등 200명 내외
   주요 참석자 : (국회) 더불어민주당 이인영 원내대표, 자유한국당 황교안 대표, 바른미래당 손학규 대표, 민주평화당 정동영 대표, 정의당 추혜선 원내수석부대표, 바른미래당 김삼화 원내부대표, 이언주 의원 등 
          (유관기관) 중기중앙회장, 소진공이사장, 경사노위 상임위원 네이버 부사장, 한국수출입은행 부행장
 (주요내용) 2020년 중기부 정책방향 발표, 신년인사 등 
 진행 순서(안)
",Realism
199,"정부는 현재 구성운영 중인 범부처 TF를 통해 위와 같은 내용을 포함한 콘텐츠플랫폼네트워크 선순환 생태계 조성 방안(가칭 ‘디지털 미디어 생태계 발전 방안’)을 올해 3월까지 수립할 예정이다. 우리나라가 가진 단말기, 네트워크, 콘텐츠 분야 경쟁력을 바탕으로 국내 미디어 산업의 경쟁력 강화를 지원한다.","  망투자 세액공제(1%→2%), 주파수 이용대가 통합, 신설 5G 기지국 등록면허세 완화
 국민이 체감할 수 있는 AI융합 과제 발굴, “AI+X” 추진으로 경제사회 전 분야에 인공지능 활용을 전면 확산한다.
   (예시) 3대암 등 8대 질환을 예측하고 진단하는 AI기반 “닥터앤서” 솔루션
 관련 부처, 각 분야 전문기관, AI기업이 함께 주요과제를 선정하고, 대국민 체감도와 경제적 파급효과가 큰 분야를 우선 추진한다.
 모든 국민과 AI가 안전하게 공존하는 시대를 만들기 위해 AI 윤리기준 확립(’20), AI 기반 사이버위협 대응시스템 구축(‘20), 고령층등 정보취약계층의 접근성활용역량 강화 전략도 수립(’20.上)한다. 
 우리나라가 가진 단말기, 네트워크, 콘텐츠 분야 경쟁력을 바탕으로 국내 미디어 산업의 경쟁력 강화를 지원한다.
 우선, 국내 미디어 플랫폼이 글로벌 기업(넷플릭스, 유튜브 등)처럼 자유롭게 혁신할 수 있도록 최소규제 원칙을 적용하고, 유료방송도 변화된 환경에서 도약할 수 있도록 규제(요금 등) 완화를 추진한다.
 또한, 방송콘텐츠분야 현업인 교육 강화(‘20, 42억원), 다양한 유형의 콘텐츠 제작(숏폼1인미디어 등, ’20, 37억원), 수출전략형 콘텐츠 육성 및 글로벌 진출 등을 지원한다.
   Shortform : 기존 동영상과 달리 짧은 시간에 시청할 수 있는 완결성 있는 동영상
 정부는 현재 구성운영 중인 범부처 TF를 통해 위와 같은 내용을 포함한 콘텐츠플랫폼네트워크 선순환 생태계 조성 방안(가칭 ‘디지털 미디어 생태계 발전 방안’)을 올해 3월까지 수립할 예정이다.
",Realism
